OVERFLOW active=3001 total=3672
  acabadaTTabatttabad -> Tacabtabacabadtaba
  acacadaTTabatttabad -> Tadabtabacabadtaba
  Tacabtabacabadtabac -> acabadaTTabatttabab
  Tacabtabacabadtabab -> acabadaTTabatttabac
  Tadabtabacabadtabac -> acacadaTTabatttabab
  Tadabtabacabadtabab -> acacadaTTabatttabac
  dadTabacttadTacabtad -> adabadactababababada
  dadTabacttabTadactad -> adabadactababacabada
  TacabtabacabadaTTadac -> acabadaTTabattaTTadab
  TacabtabacabadaTTadab -> acabadaTTabattaTTadac
  TadabtabacabadaTTadac -> acacadaTTabattaTTadab
  TadabtabacabadaTTadab -> acacadaTTabattaTTadac
  adabadacTacabtabacabada -> dadTTabattabTTabattab
  adabadacTacabtabababada -> dadTTabattabTabacabtad
  ababaTTacattabab -> aTabat
  cababaTTacattaba -> adacab
  ababadabTabat -> dababadab
  dacabadabTabat -> acabadab
  tabacabadabTabat -> adabata
  tadabadabTabat -> abtababadab
  adaTTababttadaca -> TTabatta
  bacTacabadabTabat -> dabTabadab
  dacTacabadabTabat -> babTabadab
  cababaTTacattabtabad -> adactaba
  bTacTacabadabTabat -> TabTabadab
  dadtabTabadabTabat -> tabTabadab
  dadtabacTabadT -> dactabaTTabab
  acababacabadabTabat -> Tabadacata
  bacTadTababadtaT -> dacTTababtabTa
  abtadtabacTabadT -> abattadaTTabab
  bacTadTababadataT -> dacTTababtabTad
  bacTadTababadtabT -> dacTTababtabTac
  TacabattababTabadT -> acababactabaTTabab
  TadabattababTabadT -> acTacattadaTTabab
  TababattababTabadT -> abadacactabaTTabab
  cadtadTadT -> badataTTab
  btadtadTadT -> tadataTTab
  adataTTababata -> dataTTababtab
  adataTTababadtaT -> dataTTababtabTa
  adataTTababadataT -> dataTTababtabTad
  adataTTababadtabT -> dataTTababtabTac
  adataTTabababtadTa -> dataTTababactaT
  badTabattadTadT -> aTababatataTTab
  adataTTabababtadtab -> dataTTabababttad
  adataTTabababtadtad -> dataTTabababttab
  dTacTabadT -> cTacTadTab
  dTTacTabadT -> TTacTadTab
  TacTadTababadtaT -> bTacTTababtabTa
  dabacTacTacTabadT -> adabTababTTadTab
  dadtabacTacTabadT -> adactababTTadTab
  TacTadTababadataT -> bTacTTababtabTad
  TacTadTababadtabT -> bTacTTababtabTac
  aTadabadtabTTabadT -> cacabababTTadTab
  abtadtabacTacTabadT -> tabactababTTadTab
  TacTadTabababtadTa -> bTacTTababactaT
  TacTadTabababtadtab -> bTacTTabababttad
  TacTadTabababtadtad -> bTacTTabababttab
  dadTababattab -> adTababtabtad
  dadTababattad -> adTababtabtab
  dadTababttabad -> adTababattaba
  dadTababattattadab -> adTababtabtattadac
  dadTababattattadac -> adTababtabtattadab
  dadTabababtabacTab -> adTabababadab
  dadTabababtabacTac -> adTabababadac
  dadTababadtababada -> adTababtabTacabtad
  dadTababactadacada -> adTababtabTababtad
  dadTababactadTababta -> adTababtabTabababtad
  acabacTabTadab -> abadabTabacTac
  acabacTabTadac -> abadabTabacTab
  ababaTTababattaba -> acabacTacadtabad
  dadTababadtadT -> adTababtabTab
  abtadTababadtadT -> tabTababtabTab
  bacTadTababadtadT -> dacTTababtabTab
  TacTadTababadtadT -> bTacTTababtabTab
  adataTTababadtadT -> dataTTababtabTab
  aTacabttaTTa -> cabactadTaT
  dtaTTacattab -> tabTabactad
  bTaTTacattab -> TabTabactad
  abadabTacattab -> Tabadtabactad
  acabacTacattab -> Tacadtabactad
  adacTaTTacattab -> dabadTTabactad
  acabacTabattab -> Tacactadabtad
  abadabTabattab -> Tabactadabtad
  dadTababadtabactad -> adTababtabTacattab
  aTacatttababacabada -> cabactataTTabattab
  dTaTTacattab -> cTabTabactad
  ctaTTacattab -> btabTabactad
  cabaTTacattab -> badacTabactad
  btabaTTacattab -> tadacTabactad
  cTabaTTacattab -> TadacTabactad
  dtabaTTacattab -> ctadacTabactad
  dTabaTTacattab -> bTadacTabactad
  cttabaTTacattab -> ttadacTabactad
  bTTabaTTacattab -> TTadacTabactad
  dababadabTaba -> ababadabT
  dTTabaTTacattab -> cTTadacTabactad
  dttabaTTacattab -> bttadacTabactad
  dtttabaTTacattab -> tttadacTabactad
  dTTTabaTTacattab -> TTTadacTabactad
  ctttabaTTacattab -> btttadacTabactad
  cTTTabaTTacattab -> bTTTadacTabactad
  atattabaTTacattab -> tattadacTabactad
  adabTabaTTacattab -> dabacTacTabactad
  adactabaTTacattab -> dadtabacTabactad
  dabacabacTadT -> ababadabTTa
  cacababaTTacattab -> aTadabactadababad
  cabababaTTacattab -> bababa
  dababadabTacada -> abacabacT
  tabactabaTTacattab -> abtadtabacTabactad
  badabttabaTTacattab -> cadattadacTabactad
  badacTTabaTTacattab -> cadaTTadacTabactad
  TadabttabaTTacattab -> cTadattadacTabactad
  tadabttabaTTacattab -> btadattadacTabactad
  TadacTTabaTTacattab -> cTadaTTadacTabactad
  tadacTTabaTTacattab -> btadaTTadacTabactad
  adababababaTTacattab -> adacababa
  cTabTadacactadababad -> dTaTTababttadacabad
  btabTadacactadababad -> ctaTTababttadacabad
  tababacabacTabactad -> acabataTTadattab
  dabababaTTacababtad -> abababacTabada
  dabababaTTabadactad -> ababababTabada
  dabababaTTacacabtad -> abababadTabada
  dTabTabactad -> cTaTTacattab
  ctabTabactad -> btaTTacattab
  daTTacabttaTTa -> babTabactadTaT
  bababadabTaba -> aTacabataT
  dabtaTTacattabacad -> dadtabTababtad
  tadtababTabactad -> attabadTTacattab
  tababtaTTacattabacad -> abattabTababta
  badabTababTabactad -> cabacTadTTacattab
  badactababTabactad -> cadtabadTTacattab
  TadabTababTabactad -> cTabacTadTTacattab
  TadactababTabactad -> aTadactadTTacattab
  tadactababTabactad -> btadtabadTTacattab
  dabTadabababTabactad -> baTTababtadTTacattab
  dabTacabababTabactad -> baTTadabtadTTacattab
  dabTababababTabactad -> baTTacabtadTTacattab
  acabadtadTTacattab -> abtadTacabtababad
  dtabTadabababTabactad -> taTTababtadTTacattab
  dtabTacabababTabactad -> taTTadabtadTTacattab
  dtabTababababTabactad -> taTTacabtadTTacattab
  bTabTadabababTabactad -> TaTTababtadTTacattab
  bTabTacabababTabactad -> TaTTadabtadTTacattab
  bTabTababababTabactad -> TaTTacabtadTTacattab
  abadacabtaTTacattabacad -> abadacadtabTababtad
  acabababtaTTacattabacad -> acababadtabTababtad
  TadabababababTabactad -> cTadTacabtadTTacattab
  tadabababababTabactad -> btadTacabtadTTacattab
  TadabacabababTabactad -> cTabTadactadTTacattab
  tadabacabababTabactad -> btabTadactadTTacattab
  daTTacatttababacabada -> babTabactataTTabattab
  dababTadabababTabactad -> adadTTababtadTTacattab
  dababTacabababTabactad -> adacTTadactadTTacattab
  dababTababababTabactad -> adadTTacabtadTTacattab
  dtabTabacata -> taTTacatta
  bttabTabactad -> ttaTTacattab
  dadtadTabactad -> adataTTacattab
  tabtabTabactad -> atataTTacattab
  dtababadabTaba -> ctababadabT
  badataTTacattab -> cadtadTabactad
  dtabTabacattabad -> taTTacatttabad
  abtadtadTabactad -> tabataTTacattab
  tadataTTacattab -> btadtadTabactad
  dtabacabacTadT -> ctababadabTTa
  dtababadabTacada -> ctabacabacT
  acababadtadTabactad -> TacabtataTTacattab
  acacabadtadTabactad -> TadabtataTTacattab
  abadacadtadTabactad -> TababtataTTacattab
  dadtabataTTacattab -> adactadtadTabactad
  aTacabtataTTacattab -> cababadtadTabactad
  aTadabtataTTacattab -> cacabadtadTabactad
  aTababtataTTacattab -> badacadtadTabactad
  abtadtabataTTacattab -> tabactadtadTabactad
  TacattabataTTacattab -> acabadtadtadTabactad
  TadattabataTTacattab -> acacadtadtadTabactad
  aTabababtataTTacattab -> badTababttadTabactad
  daTTababtataTTacattab -> babTadabadtadTabactad
  daTTadabtataTTacattab -> babTacabadtadTabactad
  daTTacabtataTTacattab -> babTababadtadTabactad
  dadTacabtataTTacattab -> adabababadtadTabactad
  dabTadactataTTacattab -> adabacabadtadTabactad
  abtadTacabtataTTacattab -> tababababadtadTabactad
  abtabTadactataTTacattab -> tababacabadtadTabactad
  dtabababaTTacababtad -> ctabababacTabada
  dtabababaTTabadactad -> ctababababTabada
  dtabababaTTacacabtad -> ctabababadTabada
  acabababTadactataTTacattab -> TacabtabacabadtadTabactad
  acacabadTacabtataTTacattab -> TadabtabababadtadTabactad
  acababadTacabtataTTacattab -> TacabtabababadtadTabactad
  acacababTadactataTTacattab -> TadabtabacabadtadTabactad
  dTTabTabactad -> TTaTTacattab
  bTababadabTaba -> dTababadabT
  bTabacabacTadT -> dTababadabTTa
  bTababadabTacada -> dTabacabacT
  dabacTacTabTabactad -> adabTabaTTTacattab
  dadtabacTabTabactad -> adactabaTTTacattab
  aTadabadtadTTabactad -> cacababaTTTacattab
  abtadtabacTabTabactad -> tabactabaTTTacattab
  bTabababaTTacababtad -> dTabababacTabada
  bTabababaTTabadactad -> dTababababTabada
  bTabababaTTacacabtad -> dTabababadTabada
  dadTacabttaTTa -> adababactadTaT
  dtabTadacababactad -> taTTabactabactad
  dtabTacacababactad -> taTTadactabactad
  dtabTabacababactad -> taTTacactabactad
  dadTacatttababacabada -> adababactataTTabattab
  tababTabadttad -> acabadtadtab
  acabadtadTabattab -> tabababadacactad
  btadtabababadacT -> tadababadtadTab
  tadababadtadTad -> btadtababacadaT
  tadababadtadTac -> btadtabababadaT
  Tadattabababactad -> acacadtadTacattab
  tadababadtabTada -> btadtababacabacT
  aTababtabTacattab -> badTabadtabactad
  tadababadtadTTababtad -> btadtababababacTabada
  tadababadataTTadactad -> btadtabababababTabada
  tadababadtadTTacabtad -> btadtababababadTabada
  aTadactababadabT -> TadababadtadTa
  aTadactababadacT -> TadababadtadTab
  TadababadtadTad -> aTadactabacadaT
  TadababadtadTac -> aTadactababadaT
  dababTTadTacattab -> adacTacTababactad
  abtabacTababactad -> tadaTTabacattab
  aTadacabtadTabadta -> TadababadtadTabat
  TadababadtabTada -> aTadactabacabacT
  acacababacTababactad -> TadactaTTabacattab
  TadababadtadTTababtad -> aTadactabababacTabada
  TadababadataTTadactad -> aTadactababababTabada
  TadababadtadTTacabtad -> aTadactabababadTabada
  dababacabacTadT -> dTacabataTTa
  dabababadabTacada -> dTacacataT
  dabababaTTacacattab -> abababadacabad
  bTabababaTTacacattab -> dTabababadacabad
  dtabababaTTacacattab -> ctabababadacabad
  TadababadtadTTacattab -> aTadactabababadacabad
  tadababadtadTTacattab -> tadactadTacabtababad
  dababababaTTacacattab -> dacabababadacabad
  dababababaTTacababtad -> dTacactaTTababta
  dababababaTTabadactad -> dacababababTabada
  dababababaTTacacabtad -> dacabababadTabada
  abtadTacabttaTTa -> tabababactadTaT
  TabattabTacattab -> abadtabababactad
  aTabacttadTacattab -> badabtabababactad
  aTadacttadTacattab -> cacactabababactad
  aTacacttadTacattab -> cabactabababactad
  tadtadtabababactad -> attabactadTacattab
  dadtabactadTacattab -> adactadtabababactad
  cacabadtabababactad -> aTadabattabTacattab
  cababadtabababactad -> aTacabattabTacattab
  dadTabacttadTacattab -> adabadactabababactad
  dabTadabttadTacattab -> adabacactabababactad
  dadTacacttadTacattab -> adababactabababactad
  badactadtabababactad -> cadtabactadTacattab
  abtadtabactadTacattab -> tabactadtabababactad
  Tadactadtabababactad -> aTadacattabTacattab
  tadactadtabababactad -> btadtabactadTacattab
  adabababadtabababactad -> dadTacabattabTacattab
  dabTadabadtabababactad -> baTTababattabTacattab
  dabTacabadtabababactad -> baTTadabattabTacattab
  dabTababadtabababactad -> baTTacabattabTacattab
  dtabTadabadtabababactad -> taTTababattabTacattab
  dtabTacabadtabababactad -> taTTadabattabTacattab
  dtabTababadtabababactad -> taTTacabattabTacattab
  bTabTadabadtabababactad -> TaTTababattabTacattab
  bTabTacabadtabababactad -> TaTTadabattabTacattab
  bTabTababadtabababactad -> TaTTacabattabTacattab
  abtadTacatttababacabada -> tabababactataTTabattab
  cTabTadacattabTacattab -> dTaTTabatttabTacattab
  btabTadacattabTacattab -> ctaTTabatttabTacattab
  dababTadabadtabababactad -> adadTTababattabTacattab
  dababTacabadtabababactad -> adacTTadacattabTacattab
  dababTababadtabababactad -> adadTTacabattabTacattab
  aTacabtababactad -> cababadTacattab
  Tacabtababacata -> acababadTacatta
  daTTacabtababactad -> babTababadTacattab
  acababadTacabttaTTa -> TacabtababactadTaT
  dadTacabtababactad -> adabababadTacattab
  Tacabtababacattabad -> acababadTacatttabad
  abtadTacabtababactad -> tababababadTacattab
  badabTacabtababactad -> aTTabattabTabacattab
  acacabadTabacattab -> Tadababtababactad
  aTabadactadTabacattab -> cabacTacabtababactad
  bacTadTacabtababactad -> dacTabababadTacattab
  adacTabTababadTacattab -> dabaTTTacabtababactad
  TacTadTacabtababactad -> bTacTabababadTacattab
  abtababTababadTacattab -> tabadTTacabtababactad
  tadtadTacabtababactad -> attababababadTacattab
  dadtababababadTacattab -> adactadTacabtababactad
  bacTababTababadTacattab -> dacTadTTacabtababactad
  adabadacTacabtababactad -> dadTTabattabTabacattab
  abaTTabacttababactad -> dabacabadTabacattab
  dadTabadactadTabacattab -> adababacTacabtababactad
  TacTababTababadTacattab -> bTacTadTTacabtababactad
  cabacTabababadTacattab -> babaTTabacabtababactad
  Tacabtababacattabactada -> acababadTacatttabactada
  badactadTacabtababactad -> cadtababababadTacattab
  acababadTacabtababactad -> TacabtabababadTacattab
  acacabadTacabtababactad -> TadabtabababadTacattab
  cTabacTabababadTacattab -> TabaTTabacabtababactad
  abtadtababababadTacattab -> tabactadTacabtababactad
  TadactadTacabtababactad -> aTadactabababadTacattab
  tadactadTacabtababactad -> btadtababababadTacattab
  abadacababTababadTacattab -> TababtadTTacabtababactad
  acacabababTababadTacattab -> TadabtadTTacabtababactad
  acababababTababadTacattab -> TacabtadTTacabtababactad
  dabTacabadTacabtababactad -> baTTadabtabababadTacattab
  dabTababadTacabtababactad -> baTTacabtabababadTacattab
  Tacabtababacattabababactad -> acababadTacatttabababactad
  dtabTacabadTacabtababactad -> taTTadabtabababadTacattab
  dtabTababadTacabtababactad -> taTTacabtabababadTacattab
  bTabTacabadTacabtababactad -> TaTTadabtabababadTacattab
  bTabTababadTacabtababactad -> TaTTacabtabababadTacattab
  Tacabtababacattababababada -> acababadTacatttababababada
  acababadTacatttababacabada -> TacabtababactataTTabattab
  TadabababadTacabtababactad -> cTadTacabtabababadTacattab
  tadabababadTacabtababactad -> btadTacabtabababadTacattab
  TadabacabadTacabtababactad -> cTabTadactabababadTacattab
  tadabacabadTacabtababactad -> btabTadactabababadTacattab
  dababTacabadTacabtababactad -> adacTTadactabababadTacattab
  dababTababadTacabtababactad -> adadTTacabtabababadTacattab
  aTadabtababactad -> cacabadTacattab
  Tadabtababacata -> acacabadTacatta
  daTTadabtababactad -> babTacabadTacattab
  acacabadTacabttaTTa -> TadabtababactadTaT
  baTTabattadabactad -> adabacabadTacattab
  Tadabtababacattabad -> acacabadTacatttabad
  abtabTadactababactad -> tababacabadTacattab
  bacTabTadactababactad -> dacTabacabadTacattab
  adacTabTacabadTacattab -> dabaTTTadabtababactad
  TacTabTadactababactad -> bTacTabacabadTacattab
  abtababTacabadTacattab -> tabacTTadactababactad
  attababacabadTacattab -> tataTTabattadabactad
  dadtababacabadTacattab -> adactabTadactababactad
  bacTababTacabadTacattab -> dacTacTTadactababactad
  TacTababTacabadTacattab -> bTacTacTTadactababactad
  cabacTabacabadTacattab -> babaTTTabattadabactad
  Tadabtababacattabactada -> acacabadTacatttabactada
  badactabTadactababactad -> cadtababacabadTacattab
  acabababTadactababactad -> TacabtabacabadTacattab
  acacababTadactababactad -> TadabtabacabadTacattab
  cTabacTabacabadTacattab -> TabaTTTabattadabactad
  abtadtababacabadTacattab -> tabactabTadactababactad
  TadactabTadactababactad -> aTadactabacabadTacattab
  tadactabTadactababactad -> btadtababacabadTacattab
  abadacababTacabadTacattab -> TababataTTadactababactad
  acacabababTacabadTacattab -> TadabataTTadactababactad
  acababababTacabadTacattab -> TacabataTTadactababactad
  dabTacababTadactababactad -> baTTadabtabacabadTacattab
  dabTabababTadactababactad -> baTTacabtabacabadTacattab
  Tadabtababacattabababactad -> acacabadTacatttabababactad
  dtabTacababTadactababactad -> taTTadabtabacabadTacattab
  dtabTabababTadactababactad -> taTTacabtabacabadTacattab
  bTabTacababTadactababactad -> TaTTadabtabacabadTacattab
  bTabTabababTadactababactad -> TaTTacabtabacabadTacattab
  Tadabtababacattababababada -> acacabadTacatttababababada
  acacabadTacatttababacabada -> TadabtababactataTTabattab
  TadababababTadactababactad -> cTadTacabtabacabadTacattab
  tadababababTadactababactad -> btadTacabtabacabadTacattab
  TadabacababTadactababactad -> cTabTadactabacabadTacattab
  tadabacababTadactababactad -> btabTadactabacabadTacattab
  dababTacababTadactababactad -> adacTTadactabacabadTacattab
  dababTabababTadactababactad -> adadTTacabtabacabadTacattab
  dtaTTacattad -> tabTabactab
  bTaTTacattad -> TabTabactab
  abadabTacattad -> Tabadtabactab
  acabacTacattad -> Tacadtabactab
  adacTaTTacattad -> dabadTTabactab
  acabacTabattad -> Tacactadabtab
  abadabTabattad -> Tabactadabtab
  dadTababadtabactab -> adTababtabTacattad
  ctabaTTacattabab -> abat
  actabaTTacattaba -> bact
  actabaTTacattadaTTa -> bT
  adtabacTabactadab -> dacat
  actabaTTacattabtabad -> battada
  acacabacTabactadab -> cTacat
  tabtabacTabactadab -> abatt
  abttabacTabactadab -> tabacat
  actabadTTacattabab -> Tacactat
  dacabacTabactadab -> bacTacat
  bacabacTabactadab -> dacTacat
  bTacabacTabactadab -> TacTacat
  actabaTTacattabTabattad -> btababtab
  actabaTTacattabTabattab -> btababtad
  dabTadattabaTTacattabab -> adabacadat
  aTTadattabababadab -> badabTacat
  actabaTTacattabtabactada -> battadtabad
  aTadacttabacTabactadab -> Tadacatt
  actabaTTacattabtabababactad -> battadTacattab
  actabaTTacattabtababababada -> battadTacabtad
  actabaTTacattabtababacabada -> battabTadactad
  cTabTadacttabacTabactadab -> TadabTacatt
  btabTadacttabacTabactadab -> tadabTacatt
  adacTTadacttabacTabactadab -> dababTTacatt
  dTaTTacattad -> cTabTabactab
  ctaTTacattad -> btabTabactab
  cabaTTacattad -> badacTabactab
  btabaTTacattad -> tadacTabactab
  cTabaTTacattad -> TadacTabactab
  dtabaTTacattad -> ctadacTabactab
  dTabaTTacattad -> bTadacTabactab
  cttabaTTacattad -> ttadacTabactab
  bTTabaTTacattad -> TTadacTabactab
  dTTabaTTacattad -> cTTadacTabactab
  dttabaTTacattad -> bttadacTabactab
  dtttabaTTacattad -> tttadacTabactab
  dTTTabaTTacattad -> TTTadacTabactab
  ctttabaTTacattad -> btttadacTabactab
  cTTTabaTTacattad -> bTTTadacTabactab
  atattabaTTacattad -> tattadacTabactab
  adabTabaTTacattad -> dabacTacTabactab
  adactabaTTacattad -> dadtabacTabactab
  cacababaTTacattad -> aTadabactadababab
  cabababaTTacattad -> bababac
  tabactabaTTacattad -> abtadtabacTabactab
  badabttabaTTacattad -> cadattadacTabactab
  badacTTabaTTacattad -> cadaTTadacTabactab
  TadabttabaTTacattad -> cTadattadacTabactab
  tadabttabaTTacattad -> btadattadacTabactab
  TadacTTabaTTacattad -> cTadaTTadacTabactab
  tadacTTabaTTacattad -> btadaTTadacTabactab
  adababababaTTacattad -> adacababac
  cTabTadacactadababab -> dTaTTababttadacabab
  btabTadacactadababab -> ctaTTababttadacabab
  dabTabacttababacabada -> baTTacattataTTabattab
  tababacabacTabactab -> acabataTTadattad
  dTabTabactab -> cTaTTacattad
  ctabTabactab -> btaTTacattad
  daTTacacttada -> babTabactabad
  tadtababTabactab -> attabadTTacattad
  daTTacacttadtabad -> babTabactabactada
  badabTababTabactab -> cabacTadTTacattad
  badactababTabactab -> cadtabadTTacattad
  TadabTababTabactab -> cTabacTadTTacattad
  TadactababTabactab -> aTadactadTTacattad
  tadactababTabactab -> btadtabadTTacattad
  daTTacacttadTacattab -> babTabactabababactad
  dabTadabababTabactab -> baTTababtadTTacattad
  dabTacabababTabactab -> baTTadabtadTTacattad
  dabTababababTabactab -> baTTacabtadTTacattad
  daTTacacttadTacabtad -> babTabactababababada
  daTTacacttabTadactad -> babTabactababacabada
  acabadtadTTacattad -> abtadTacabtababab
  dtabTadabababTabactab -> taTTababtadTTacattad
  dtabTacabababTabactab -> taTTadabtadTTacattad
  dtabTababababTabactab -> taTTacabtadTTacattad
  bTabTadabababTabactab -> TaTTababtadTTacattad
  bTabTacabababTabactab -> TaTTadabtadTTacattad
  bTabTababababTabactab -> TaTTacabtadTTacattad
  TadabababababTabactab -> cTadTacabtadTTacattad
  tadabababababTabactab -> btadTacabtadTTacattad
  TadabacabababTabactab -> cTabTadactadTTacattad
  tadabacabababTabactab -> btabTadactadTTacattad
  dababTadabababTabactab -> adadTTababtadTTacattad
  dababTacabababTabactab -> adacTTadactadTTacattad
  dababTababababTabactab -> adadTTacabtadTTacattad
  bttabTabactab -> ttaTTacattad
  dadtadTabactab -> adataTTacattad
  dtabTabacabtad -> taTTacacttad
  tabtabTabactab -> atataTTacattad
  badataTTacattad -> cadtadTabactab
  dtabTabacabtabaT -> taTTacacttabaT
  abtadtadTabactab -> tabataTTacattad
  tadataTTacattad -> btadtadTabactab
  dtabTabacabat -> taTTacactat
  dtabTabacababtad -> taTTacactabtad
  acababadtadTabactab -> TacabtataTTacattad
  acacabadtadTabactab -> TadabtataTTacattad
  abadacadtadTabactab -> TababtataTTacattad
  dadtabataTTacattad -> adactadtadTabactab
  aTacabtataTTacattad -> cababadtadTabactab
  aTadabtataTTacattad -> cacabadtadTabactab
  aTababtataTTacattad -> badacadtadTabactab
  abtadtabataTTacattad -> tabactadtadTabactab
  TacattabataTTacattad -> acabadtadtadTabactab
  TadattabataTTacattad -> acacadtadtadTabactab
  aTabababtataTTacattad -> badTababttadTabactab
  daTTababtataTTacattad -> babTadabadtadTabactab
  daTTadabtataTTacattad -> babTacabadtadTabactab
  daTTacabtataTTacattad -> babTababadtadTabactab
  dadTacabtataTTacattad -> adabababadtadTabactab
  dabTadactataTTacattad -> adabacabadtadTabactab
  dtabTabacttababacabada -> taTTacattataTTabattab
  abtadTacabtataTTacattad -> tababababadtadTabactab
  abtabTadactataTTacattad -> tababacabadtadTabactab
  acabababTadactataTTacattad -> TacabtabacabadtadTabactab
  acacabadTacabtataTTacattad -> TadabtabababadtadTabactab
  acababadTacabtataTTacattad -> TacabtabababadtadTabactab
  acacababTadactataTTacattad -> TadabtabacabadtadTabactab
  dTTabTabactab -> TTaTTacattad
  dabacTacTabTabactab -> adabTabaTTTacattad
  dadtabacTabTabactab -> adactabaTTTacattad
  aTadabadtadTTabactab -> cacababaTTTacattad
  abtadtabacTabTabactab -> tabactabaTTTacattad
  bTabTabacttababacabada -> TaTTacattataTTabattab
  dtabTadacababactab -> taTTabactabactab
  dtabTacacababactab -> taTTadactabactab
  dtabTabacababactab -> taTTacactabactab
  tababTabadttab -> acabadtadtad
  acabadtadTabattad -> tabababadacactab
  aTacacttadTacattad -> cabactabababactab
  Tadattabababactab -> acacadtadTacattad
  aTababtabTacattad -> badTabadtabactab
  dadTacacttadTacattad -> adababactabababactab
  daTTacacttadTacattad -> babTabactabababactab
  tadababacttababacabada -> btadTacattataTTabattab
  dababTTadTacattad -> adacTacTababactab
  abtabacTababactab -> tadaTTabacattad
  acacababacTababactab -> TadactaTTabacattad
  Tadababacttababacabada -> cTadTacattataTTabattab
  dabababaTTacacattad -> abababadacabab
  bTabababaTTacacattad -> dTabababadacabab
  dtabababaTTacacattad -> ctabababadacabab
  dababTabacttababacabada -> adadTTacattataTTabattab
  TadababadtadTTacattad -> aTadactabababadacabab
  tadababadtadTTacattad -> tadactadTacabtababab
  dababababaTTacacattad -> dacabababadacabab
  abtadTacacttada -> tabababactabad
  TabattabTacattad -> abadtabababactab
  aTabacttadTacattad -> badabtabababactab
  aTadacttadTacattad -> cacactabababactab
  abtadTacacttadtabad -> tabababactabactada
  tadtadtabababactab -> attabactadTacattad
  dadtabactadTacattad -> adactadtabababactab
  cacabadtabababactab -> aTadabattabTacattad
  cababadtabababactab -> aTacabattabTacattad
  dadTabacttadTacattad -> adabadactabababactab
  dabTadabttadTacattad -> adabacactabababactab
  badactadtabababactab -> cadtabactadTacattad
  abtadtabactadTacattad -> tabactadtabababactab
  Tadactadtabababactab -> aTadacattabTacattad
  tadactadtabababactab -> btadtabactadTacattad
  abtadTacacttadTacattad -> tabababactabababactab
  abtadTacacttadTacattab -> tabababactabababactad
  abtadTacacttadTacabtad -> tabababactababababada
  abtadTacacttabTadactad -> tabababactababacabada
  adabababadtabababactab -> dadTacabattabTacattad
  dabTadabadtabababactab -> baTTababattabTacattad
  dabTacabadtabababactab -> baTTadabattabTacattad
  dabTababadtabababactab -> baTTacabattabTacattad
  dtabTadabadtabababactab -> taTTababattabTacattad
  dtabTacabadtabababactab -> taTTadabattabTacattad
  dtabTababadtabababactab -> taTTacabattabTacattad
  bTabTadabadtabababactab -> TaTTababattabTacattad
  bTabTacabadtabababactab -> TaTTadabattabTacattad
  bTabTababadtabababactab -> TaTTacabattabTacattad
  cTabTadacattabTacattad -> dTaTTabatttabTacattad
  btabTadacattabTacattad -> ctaTTabatttabTacattad
  dababTadabadtabababactab -> adadTTababattabTacattad
  dababTacabadtabababactab -> adacTTadacattabTacattad
  dababTababadtabababactab -> adadTTacabattabTacattad
  Tadabtababacattabababactab -> acacabadTacatttabababactab
  Tacabtababacattabababactab -> acababadTacatttabababactab
  aTacabtababactab -> cababadTacattad
  acababadTacacttada -> Tacabtababactabad
  daTTacabtababactab -> babTababadTacattad
  dadTacabtababactab -> adabababadTacattad
  Tacabtababacabtad -> acababadTacacttad
  TacabtababacabtabaT -> acababadTacacttabaT
  abtadTacabtababactab -> tababababadTacattad
  badabTacabtababactab -> aTTabattabTabacattad
  acacabadTabacattad -> Tadababtababactab
  aTabadactadTabacattad -> cabacTacabtababactab
  bacTadTacabtababactab -> dacTabababadTacattad
  adacTabTababadTacattad -> dabaTTTacabtababactab
  TacTadTacabtababactab -> bTacTabababadTacattad
  abtababTababadTacattad -> tabadTTacabtababactab
  acababadTacacttadtabad -> Tacabtababactabactada
  tadtadTacabtababactab -> attababababadTacattad
  TacabtababacabtabacTab -> acababadTacacttabacTab
  TacabtababacabtabacTac -> acababadTacacttabacTac
  dadtababababadTacattad -> adactadTacabtababactab
  bacTababTababadTacattad -> dacTadTTacabtababactab
  adabadacTacabtababactab -> dadTTabattabTabacattad
  abaTTabacttababactab -> dabacabadTabacattad
  dadTabadactadTabacattad -> adababacTacabtababactab
  TacTababTababadTacattad -> bTacTadTTacabtababactab
  cabacTabababadTacattad -> babaTTabacabtababactab
  badactadTacabtababactab -> cadtababababadTacattad
  acababadTacabtababactab -> TacabtabababadTacattad
  acacabadTacabtababactab -> TadabtabababadTacattad
  cTabacTabababadTacattad -> TabaTTabacabtababactab
  abtadtababababadTacattad -> tabactadTacabtababactab
  TadactadTacabtababactab -> aTadactabababadTacattad
  tadactadTacabtababactab -> btadtababababadTacattad
  acababadTacacttadTacattad -> Tacabtababactabababactab
  acababadTacacttadTacattab -> Tacabtababactabababactad
  acababadTacacttadTacabtad -> Tacabtababactababababada
  acababadTacacttabTadactad -> Tacabtababactababacabada
  abadacababTababadTacattad -> TababtadTTacabtababactab
  acacabababTababadTacattad -> TadabtadTTacabtababactab
  acababababTababadTacattad -> TacabtadTTacabtababactab
  dabTacabadTacabtababactab -> baTTadabtabababadTacattad
  dabTababadTacabtababactab -> baTTacabtabababadTacattad
  dtabTacabadTacabtababactab -> taTTadabtabababadTacattad
  dtabTababadTacabtababactab -> taTTacabtabababadTacattad
  bTabTacabadTacabtababactab -> TaTTadabtabababadTacattad
