260 130
255 67 -1
255 73 -1
255 69 1
255 77 -1
255 77 1
255 76 -1
255 74 -1
255 71 -1
255 75 -1
255 68 1
255 68 -1
255 70 -1
255 76 1
255 70 -1
255 76 -1
255 75 1
255 74 -1
255 75 -1
255 76 1
255 82 1
255 88 1
255 82 -1
255 82 1
255 79 1
255 82 -1
255 78 -1
255 78 1
255 78 -1
255 80 -1
255 84 1
255 85 -1
255 84 -1
255 80 1
255 79 -1
255 88 1
255 86 -1
255 86 1
255 88 1
255 85 -1
255 88 1
255 85 -1
255 86 1
255 85 -1
255 91 1
255 91 -1
255 91 -1
255 91 1
255 93 1
255 97 -1
255 98 1
255 98 1
255 97 1
255 93 -1
255 100 1
255 92 1
255 101 -1
255 96 1
255 101 -1
255 93 -1
255 94 -1
255 100 1
255 99 1
255 101 -1
255 101 -1
255 96 -1
255 99 -1
255 92 1
255 98 1
255 101 -1
255 113 -1
255 112 1
255 113 1
255 104 -1
255 125 1
255 121 1
255 117 -1
255 124 -1
255 125 -1
255 121 -1
256 4 1
256 1 -1
256 7 -1
256 8 1
256 8 1
256 0 1
256 11 -1
256 10 -1
256 7 1
256 8 -1
256 8 1
256 4 1
256 1 -1
256 2 1
256 5 -1
256 10 1
256 9 -1
256 2 1
256 12 1
256 3 -1
256 10 1
256 3 1
256 3 1
256 11 1
256 7 -1
256 3 -1
256 9 -1
256 3 1
256 7 1
256 3 -1
256 8 1
256 8 -1
256 10 -1
256 4 1
256 8 1
256 7 -1
256 7 1
256 10 1
256 2 -1
256 12 1
256 4 1
256 5 1
256 10 -1
256 7 1
256 6 -1
256 6 1
256 6 1
256 20 1
256 13 1
256 23 -1
256 23 1
256 16 1
256 22 1
256 22 -1
256 24 1
256 24 -1
256 24 1
256 20 -1
256 21 -1
256 21 -1
256 24 -1
256 17 -1
256 15 -1
256 21 -1
256 15 -1
256 25 -1
256 25 -1
256 25 -1
256 14 1
256 14 1
256 22 1
256 16 1
256 15 -1
256 24 1
256 14 1
256 14 1
256 22 1
256 15 -1
256 25 1
256 24 -1
256 23 -1
256 15 1
256 21 1
256 23 1
256 23 1
256 14 1
256 17 -1
256 23 -1
256 18 -1
256 15 1
256 25 -1
256 17 1
256 19 1
256 19 1
256 20 1
256 14 -1
256 15 1
256 22 1
256 36 -1
256 27 1
256 37 1
256 33 -1
256 33 1
256 33 -1
256 37 -1
256 30 -1
256 38 1
256 34 -1
256 38 -1
256 29 1
256 26 -1
256 27 -1
256 33 1
256 27 1
256 34 1
256 36 -1
256 34 1
256 34 1
256 38 1
256 30 1
256 31 1
256 32 1
256 32 1
256 29 1
256 36 -1
256 36 1
256 28 1
256 29 1
256 32 1
256 31 1
256 46 1
256 51 -1
256 51 -1
256 50 1
256 46 1
256 39 1
256 47 -1
256 48 1
256 50 -1
256 48 -1
256 43 1
256 41 -1
256 40 -1
256 44 -1
256 47 -1
256 47 -1
256 39 1
256 41 1
256 48 1
256 41 1
256 44 -1
256 49 -1
256 43 -1
256 46 -1
256 49 -1
256 51 -1
256 41 1
256 40 -1
256 51 -1
256 51 -1
256 44 -1
256 44 -1
256 49 1
256 40 -1
256 45 1
256 43 1
256 42 -1
256 59 1
256 64 -1
256 62 1
256 53 -1
256 61 1
256 60 -1
256 63 1
256 59 -1
256 60 1
256 59 1
256 61 -1
256 62 -1
256 56 1
256 53 -1
256 64 1
256 54 1
256 57 -1
256 60 -1
256 64 1
256 53 -1
256 64 1
256 61 1
256 57 1
256 57 1
256 52 1
256 52 1
256 59 1
256 61 1
256 60 -1
256 55 -1
256 60 -1
256 62 -1
256 62 1
256 60 1
256 60 1
256 60 -1
256 64 -1
256 54 1
256 64 -1
256 56 -1
256 57 -1
256 58 -1
256 58 -1
256 55 1
256 62 1
256 58 -1
256 55 -1
256 72 -1
256 69 1
256 76 -1
256 73 1
256 72 1
256 66 1
256 66 1
256 74 -1
256 70 -1
256 70 -1
256 68 -1
256 66 1
256 72 -1
256 68 -1
256 65 -1
256 75 1
256 75 -1
256 72 1
256 73 -1
256 73 -1
256 72 -1
256 67 -1
256 69 1
256 70 -1
256 68 -1
256 75 1
256 75 -1
256 69 -1
256 69 1
256 65 -1
256 70 -1
256 72 1
256 78 1
256 87 1
256 85 -1
256 88 1
256 86 1
256 87 -1
256 89 -1
256 89 1
256 87 -1
256 86 -1
256 86 1
256 89 -1
256 85 -1
256 88 1
256 80 -1
256 89 1
256 88 -1
256 85 1
256 80 1
256 81 -1
256 86 1
256 86 -1
256 85 1
256 86 -1
256 103 1
256 103 -1
256 102 -1
256 100 1
256 99 1
256 99 -1
256 102 1
256 103 1
256 98 1
256 101 -1
256 98 1
256 93 1
256 103 -1
256 92 1
256 98 -1
256 100 -1
256 93 -1
256 93 1
256 101 1
256 93 -1
256 99 -1
256 101 -1
256 98 -1
256 101 1
256 99 1
256 92 -1
256 112 -1
256 113 1
256 111 1
256 105 -1
256 124 1
256 117 1
256 121 -1
256 125 -1
256 126 -1
256 126 -1
257 11 1
257 4 -1
257 11 -1
257 9 1
257 9 1
257 3 1
257 12 -1
257 12 -1
257 12 1
257 12 -1
257 9 1
257 1 1
257 12 -1
257 5 1
257 1 -1
257 4 1
257 8 -1
257 8 1
257 1 1
257 12 -1
257 8 1
257 6 1
257 6 1
257 8 1
257 12 -1
257 12 -1
257 11 -1
257 12 1
257 12 1
257 8 -1
257 9 1
257 9 -1
257 9 -1
257 7 1
257 7 1
257 9 -1
257 9 1
257 7 1
257 5 -1
257 4 1
257 12 1
257 7 1
257 11 -1
257 10 1
257 9 -1
257 1 1
257 10 1
257 24 1
257 16 1
257 24 -1
257 24 1
257 21 1
257 20 1
257 24 -1
257 20 1
257 25 -1
257 17 1
257 25 -1
257 22 -1
257 22 -1
257 21 -1
257 14 -1
257 18 -1
257 23 -1
257 21 -1
257 14 -1
257 14 -1
257 13 -1
257 18 1
257 18 1
257 17 1
257 19 1
257 17 -1
257 21 1
257 17 1
257 17 1
257 24 1
257 17 -1
257 23 1
257 25 -1
257 17 -1
257 21 1
257 22 1
257 22 1
257 22 1
257 18 1
257 20 -1
257 20 -1
257 22 -1
257 18 1
257 17 -1
257 25 1
257 23 1
257 23 1
257 23 1
257 25 -1
257 16 1
257 20 1
257 37 -1
257 30 1
257 33 1
257 37 -1
257 38 1
257 34 -1
257 34 -1
257 27 -1
257 27 1
257 36 -1
257 27 -1
257 32 1
257 38 -1
257 38 -1
257 34 1
257 30 1
257 35 1
257 38 -1
257 36 1
257 33 1
257 30 1
257 38 1
257 33 1
257 36 1
257 36 1
257 36 1
257 35 -1
257 33 1
257 29 1
257 37 1
257 29 1
257 28 1
257 50 1
257 50 -1
257 50 -1
257 43 1
257 43 1
257 49 1
257 48 -1
257 47 1
257 47 -1
257 51 -1
257 40 1
257 44 -1
257 45 -1
257 40 -1
257 41 -1
257 41 -1
257 51 1
257 43 1
257 50 1
257 43 1
257 40 -1
257 43 -1
257 46 -1
257 48 -1
257 46 -1
257 49 -1
257 44 1
257 45 -1
257 43 -1
257 43 -1
257 46 -1
257 46 -1
257 50 1
257 51 -1
257 48 1
257 47 1
257 49 -1
257 63 1
257 63 -1
257 63 1
257 56 -1
257 63 1
257 64 -1
257 64 1
257 64 -1
257 63 1
257 60 1
257 64 -1
257 60 -1
257 53 1
257 64 -1
257 53 1
257 57 1
257 53 -1
257 54 -1
257 53 1
257 56 -1
257 55 1
257 56 1
257 54 1
257 54 1
257 64 1
257 56 1
257 60 1
257 63 1
257 56 -1
257 60 -1
257 61 -1
257 61 -1
257 56 1
257 62 1
257 62 1
257 59 -1
257 62 -1
257 57 1
257 56 -1
257 64 -1
257 59 -1
257 61 -1
257 62 -1
257 62 1
257 59 1
257 55 -1
257 62 -1
257 76 -1
257 76 1
257 72 -1
257 74 1
257 73 1
257 77 1
257 77 1
257 73 -1
257 67 -1
257 67 -1
257 71 -1
257 77 1
257 73 -1
257 77 -1
257 72 -1
257 77 1
257 69 -1
257 73 1
257 75 -1
257 75 -1
257 74 -1
257 70 -1
257 77 1
257 72 -1
257 75 -1
257 74 1
257 72 -1
257 74 -1
257 74 1
257 67 -1
257 67 -1
257 75 1
257 81 1
257 86 1
257 89 -1
257 87 1
257 90 1
257 90 -1
257 90 -1
257 82 1
257 82 -1
257 87 -1
257 89 1
257 86 -1
257 82 -1
257 82 1
257 86 -1
257 86 1
257 82 -1
257 90 1
257 86 1
257 86 -1
257 87 1
257 87 -1
257 82 1
257 89 -1
257 102 1
257 100 -1
257 95 -1
257 95 1
257 100 1
257 102 -1
257 99 1
257 92 1
257 95 1
257 95 -1
257 103 1
257 99 1
257 92 -1
257 95 1
257 103 -1
257 102 -1
257 95 -1
257 95 1
257 95 1
257 99 -1
257 100 -1
257 100 -1
257 95 -1
257 100 1
257 102 1
257 95 -1
257 107 -1
257 114 1
257 115 1
257 115 -1
257 128 1
257 120 1
257 128 -1
257 120 -1
257 127 -1
257 129 -1
258 12 1
258 11 -1
258 9 -1
258 12 1
258 12 1
258 11 1
258 9 -1
258 7 -1
258 3 1
258 11 -1
258 4 1
258 9 1
258 11 -1
258 8 1
258 12 -1
258 9 1
258 7 -1
258 11 1
258 9 1
258 10 -1
258 4 1
258 8 1
258 8 1
258 4 1
258 9 -1
258 11 -1
258 4 -1
258 4 1
258 1 1
258 4 -1
258 1 1
258 1 -1
258 4 -1
258 5 1
258 0 1
258 12 -1
258 8 1
258 12 1
258 9 -1
258 9 1
258 9 1
258 8 1
258 1 -1
258 4 1
258 4 -1
258 11 1
258 8 1
258 23 1
258 25 1
258 20 -1
258 22 1
258 24 1
258 23 1
258 20 -1
258 22 1
258 22 -1
258 22 1
258 16 -1
258 17 -1
258 17 -1
258 25 -1
258 22 -1
258 21 -1
258 17 -1
258 24 -1
258 22 -1
258 22 -1
258 20 -1
258 25 1
258 25 1
258 21 1
258 21 1
258 20 -1
258 17 1
258 21 1
258 21 1
258 25 1
258 25 -1
258 19 1
258 18 -1
258 14 -1
258 25 1
258 14 1
258 17 1
258 17 1
258 20 1
258 18 -1
258 25 -1
258 24 -1
258 22 1
258 22 -1
258 22 1
258 24 1
258 24 1
258 17 1
258 21 -1
258 23 1
258 13 1
258 33 -1
258 37 1
258 35 1
258 29 -1
258 36 1
258 38 -1
258 38 -1
258 35 -1
258 37 1
258 30 -1
258 35 -1
258 34 1
258 33 -1
258 35 -1
258 30 1
258 34 1
258 27 1
258 31 -1
258 26 1
258 26 1
258 35 1
258 35 1
258 37 1
258 37 1
258 37 1
258 34 1
258 31 -1
258 30 1
258 36 1
258 34 1
258 37 1
258 37 1
258 49 1
258 43 -1
258 43 -1
258 48 1
258 49 1
258 50 1
258 43 -1
258 49 1
258 51 -1
258 43 -1
258 48 1
258 47 -1
258 43 -1
258 51 -1
258 50 -1
258 46 -1
258 46 1
258 46 1
258 51 1
258 50 1
258 50 -1
258 40 -1
258 44 -1
258 47 -1
258 51 -1
258 45 -1
258 48 1
258 49 -1
258 48 -1
258 48 -1
258 47 -1
258 50 -1
258 40 1
258 47 -1
258 43 1
258 46 1
258 51 -1
258 62 1
258 56 -1
258 59 1
258 63 -1
258 59 1
258 62 -1
258 61 1
258 62 -1
258 56 1
258 64 1
258 56 -1
258 64 -1
258 61 1
258 63 -1
258 63 1
258 60 1
258 64 -1
258 63 -1
258 61 1
258 61 -1
258 62 1
258 60 1
258 60 1
258 60 1
258 59 1
258 62 1
258 56 1
258 56 1
258 63 -1
258 56 -1
258 53 -1
258 56 -1
258 54 1
258 52 1
258 52 1
258 52 -1
258 58 -1
258 61 1
258 61 -1
258 61 -1
258 63 -1
258 63 -1
258 63 -1
258 60 1
258 56 1
258 63 -1
258 64 -1
258 75 -1
258 77 1
258 74 -1
258 69 1
258 77 1
258 76 1
258 76 1
258 72 -1
258 73 -1
258 73 -1
258 73 -1
258 74 1
258 69 -1
258 76 -1
258 76 -1
258 70 1
258 67 -1
258 71 1
258 65 -1
258 65 -1
258 77 -1
258 74 -1
258 74 1
258 73 -1
258 73 -1
258 70 1
258 69 -1
258 70 -1
258 70 1
258 76 -1
258 76 -1
258 71 1
258 90 1
258 90 1
258 87 -1
258 89 1
258 88 1
258 81 -1
258 87 -1
258 87 1
258 89 -1
258 82 -1
258 82 1
258 90 -1
258 89 -1
258 87 1
258 89 -1
258 82 1
258 79 -1
258 79 1
258 90 1
258 82 -1
258 79 1
258 79 -1
258 79 1
258 79 -1
258 95 1
258 95 -1
258 100 -1
258 102 1
258 95 1
258 95 -1
258 103 1
258 102 1
258 102 1
258 100 -1
258 95 1
258 102 1
258 100 -1
258 100 1
258 99 -1
258 103 -1
258 102 -1
258 103 1
258 92 1
258 103 -1
258 92 -1
258 95 -1
258 92 -1
258 99 1
258 92 1
258 99 -1
258 115 -1
258 115 1
258 107 1
258 116 -1
258 127 1
258 129 1
258 129 -1
258 127 -1
258 128 -1
258 120 -1
259 10 1
259 12 -1
259 12 -1
259 11 1
259 11 1
259 10 1
259 7 -1
259 9 -1
259 11 1
259 3 -1
259 11 1
259 12 1
259 4 -1
259 7 1
259 9 -1
259 11 1
259 11 -1
259 4 1
259 4 1
259 8 -1
259 7 1
259 10 1
259 10 1
259 9 1
259 11 -1
259 8 -1
259 8 -1
259 8 1
259 11 1
259 12 -1
259 11 1
259 11 -1
259 12 -1
259 9 1
259 10 1
259 4 -1
259 4 1
259 8 1
259 7 -1
259 1 1
259 1 1
259 2 1
259 4 -1
259 8 1
259 1 -1
259 9 1
259 3 1
259 25 1
259 23 1
259 17 -1
259 17 1
259 25 1
259 17 1
259 21 -1
259 25 1
259 20 -1
259 23 1
259 24 -1
259 24 -1
259 24 -1
259 22 -1
259 25 -1
259 20 -1
259 20 -1
259 17 -1
259 17 -1
259 17 -1
259 17 -1
259 22 1
259 22 1
259 20 1
259 23 1
259 21 -1
259 22 1
259 25 1
259 25 1
259 21 1
259 21 -1
259 22 1
259 20 -1
259 24 -1
259 17 1
259 24 1
259 25 1
259 25 1
259 22 1
259 22 -1
259 21 -1
259 14 -1
259 20 1
259 14 -1
259 14 1
259 16 1
259 16 1
259 21 1
259 17 -1
259 24 1
259 17 1
259 30 -1
259 38 1
259 38 1
259 38 -1
259 37 1
259 36 -1
259 35 -1
259 38 -1
259 30 1
259 33 -1
259 30 -1
259 36 1
259 30 -1
259 30 -1
259 36 1
259 38 1
259 37 1
259 35 -1
259 33 1
259 36 1
259 27 1
259 27 1
259 28 1
259 29 1
259 29 1
259 32 1
259 38 -1
259 34 1
259 37 1
259 28 1
259 36 1
259 33 1
259 51 1
259 46 -1
259 46 -1
259 49 1
259 48 1
259 42 1
259 50 -1
259 50 1
259 48 -1
259 49 -1
259 51 1
259 46 -1
259 48 -1
259 48 -1
259 43 -1
259 43 -1
259 43 1
259 47 1
259 47 1
259 47 1
259 48 -1
259 50 -1
259 48 -1
259 43 -1
259 47 -1
259 48 -1
259 46 1
259 48 -1
259 40 -1
259 40 -1
259 41 -1
259 41 -1
259 43 1
259 43 -1
259 40 1
259 41 1
259 39 -1
259 64 1
259 59 -1
259 56 1
259 64 -1
259 60 1
259 55 -1
259 59 1
259 63 -1
259 61 1
259 62 1
259 62 -1
259 59 -1
259 64 1
259 56 -1
259 56 1
259 59 1
259 61 -1
259 56 -1
259 56 1
259 64 -1
259 60 1
259 59 1
259 59 1
259 59 1
259 56 1
259 64 1
259 62 1
259 60 1
259 54 -1
259 64 -1
259 63 -1
259 64 -1
259 63 1
259 59 1
259 59 1
259 62 -1
259 61 -1
259 59 1
259 53 -1
259 53 -1
259 54 -1
259 53 -1
259 55 -1
259 58 1
259 60 1
259 62 -1
259 52 -1
259 77 -1
259 75 1
259 77 -1
259 76 1
259 75 1
259 69 1
259 69 1
259 76 -1
259 72 -1
259 72 -1
259 75 -1
259 69 1
259 75 -1
259 73 -1
259 67 -1
259 74 1
259 76 -1
259 75 1
259 72 -1
259 72 -1
259 69 -1
259 72 -1
259 66 1
259 67 -1
259 71 -1
259 77 1
259 73 -1
259 72 -1
259 72 1
259 72 -1
259 72 -1
259 73 1
259 88 1
259 89 1
259 90 -1
259 90 1
259 81 1
259 88 -1
259 85 -1
259 88 1
259 85 -1
259 89 -1
259 87 1
259 87 -1
259 87 -1
259 89 1
259 82 -1
259 87 1
259 89 -1
259 89 1
259 82 1
259 90 -1
259 89 1
259 89 -1
259 87 1
259 87 -1
259 98 1
259 101 -1
259 101 -1
259 98 1
259 102 1
259 100 -1
259 100 1
259 95 1
259 100 1
259 102 -1
259 102 1
259 95 1
259 95 -1
259 103 1
259 102 -1
259 99 -1
259 99 -1
259 99 1
259 102 1
259 95 -1
259 102 -1
259 103 -1
259 100 -1
259 103 1
259 100 1
259 103 -1
259 116 -1
259 116 1
259 116 1
259 107 -1
259 129 1
259 127 1
259 127 -1
259 129 -1
259 129 -1
259 127 -1
