coordinate qsharp_0 qsharp_1 lift_0 lift_1
286 -3022170297270701265129010528441613741468219782356269439 157445645000880053328984933445781860781242580837619766085624364254069825092574396164328588223170419822282640086395966098040834252916351642648277090188021493644054843603/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
287 606521114621629968590842844373459479689836653829158808 -31597858063953320671809362104506655528116174312317327986526920127701881509382292784299941608505213610150046246114029734089735754746630020599327628789028643501528814993/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
288 -5346990203153766358247964252385034923716764621421164497 278561509955017753859195027568771003258768270408332576921526419485773478276882792363935004342197265382879831283423448725971883054625651258639995352860548683287062604114/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
289 -6341324798492419403246307170702687554293515561827071570 660726481204831295693542631722114622820881641261784263455636003159776816509226987033848493467140051471315815161690832827780452597860265610345583290293156282665229697231/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
290 9276542234472064334716640135431819937956372136504514370 -483278912774495792232864047961473142985735687858530887663725907623612454434190608184640595619318264686686236493220929460161188636024794460254475521124724914257981857302/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
291 -4919066311466560700546369302707853199369846411231463727 256268010082153392155698829875198825524488004958740729730713732098480633780838873017864003699532684607833489637977002559547236944972649765695431711780917865658458933761/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
292 8266762288610354781125994300971649001406430226547050577 -430672527545731833325041909732513749699910499412053816237015816856855947782440158782389169882082772064663854780039373434501283723592554907231120861627690764627140111039/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
293 -3847772621648713870478186159885391794200770008018915717 400913901363742384573676003111296743200902146278647772950474091987302547640675094284713345973713200552671352565296591375040491238578236209122204967361005804122066850737/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
294 6921730110052852165731686235453069163917204739192556083 -721201093587261049522326606651378300627222912829763858324032073290890679229989849475180998377722695066860287614402989512645151005951815714437274544770701676568098130435/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
295 699351281471226642720364334877023383687816296862449945 -72868040356871099756985367711591751450163203355478478812752863031744972257973706853179720425838552069277891500881136110224807530316331959289352536058424853482691499829/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
296 7818227929720136209368377153412579843217112652850611672 -407305286624760946125173082850101946491917427205233702421410312656443016955673317795126239310291278052981358966535896068776064624820232106253484998003592347881209650525/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
297 1589305747037348369018686250755689446579799018856984729 -82797871672513277385162975038454813686477689889764551049166250326010028671313519549693267027066505707783982293141312554683897605532284229769564482643513367553619769021/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
298 -2981153025800313153904340988698405807527553020749448700 310617546216597759114943318137963871960354558206490574365813575100774517357436118202161277802616423200257798889211709951467131381430108874744328241364398657406887135385/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
299 -3706318361169673474522204129802459812255764350723608621 386175249938732944993669510067754494084894803779830490347802501288415140598162413286505420220394860254114344355442597358741397675449990605326537898603355097040330613299/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
300 -3731118151418686252721366739078684001603052189233897062 388759233359633205945589535302418921637406047442542454529171433102260314277037938482815628837164959115571837052644874303691556108466919375425057101605632432123346537173/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
301 13786814235419280553351682973762348171443995679677475257 -1436500028977998003480005794749521531711197859341623364219579622814880399904121037314008060099586425227924524487037143814994223700851821801019405589119902053344325917741/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
302 2419319945494331418834356964668457274153035748476896549 -252078044460861208630065076453966749540867414568874102302356047110497077059802186962232465478884805065142897313322797760410210909702826175283594418102766280723071235395/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
303 452311287673631802636968725777478509796674593712488326 -23564007128673980271040898987409694903096872284353691518126541757256821187126701440740610239621817921908219229393140237782097060591264894486098319897788966404542040517/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 2952095442509160098229495411985233978068083410578995662475925494970954483191348737293285952 -392320239606736223172047167618961165335152939030087614697943510327684734303425495122896908
304 -3581075965462690897222104512584263805208678710191973348 186562886839503545051201424960382822901294773176611244179467662326419989794554448924817436469861237469195625892933863486863559070768319764961586875479217501065933389238/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
305 -1363945292259317357463099911539391153122264392387003182 142114589955184629063542109265227649476434419439865614709409433445163675524489882085070023891130662392356933047828469051146957831954280038218440476753805052916529836377/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
306 1976985234169139207530767874147124532136854063729161885 -205989527216305111644583769390359588577258459754321176025599978740306942557541246126384272101414692400079561287100556701264797380264642377649996114428078472089151181087/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
307 7415212284380468634340277773981842655019453750995080916 -772618857373514607549068048836979854844840055504010819646330530862955593926553247365763630407159074993313168330438194444520100804678633845628132032245994115127748990023/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
308 -5217490851257738230723116833796465750539743090361503858 271814997687036252217866983092584959684496208379415940514786293328414604191622283742113029632526077937943500377098329330049061730617680880378713688040711518438087479527/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
309 -742460079455571887211440182399514468385871195873767961 38679854077996877241003627460001551685578921094484531219914666337139409439001587957001473763971919377543143803530292291321421951905815394007952546478109200217674154741/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
310 3495188778632412351809975260981849381185054494281239164 -182088432325799793988512782097110109039084239856139040288747562820478556776027184744146179434637335953464996408938242679333610782702106323053681008212863292173569635691/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
311 3252645856110180879200036551899729684063628738385539793 -338905405322257430959125107251693061666102844304619343996244937026762950169507671082264576237658200741508242253362042449390027556479879916574638532953750050170106940019/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
312 7346491628174594836089829524846647645973290988499841027 -765458593737154485792570130803904850664404890581979691072208571100431995093542589461492567974547777316258286149542885042279046786680283179185856830062833604016992085553/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
313 -7830698457692499003378399373612429191508075245709159700 407954962231024211903682400113146443529164735891389337957164799954125945247769298193877649800727883667226863587200741188389743976207088113512943414150829523750032256555/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
314 -3203415803583371204182130719799524178674510439586936525 333775940989614975698499754010518632042411574490771526690170152338985612323227839140404201089109117187790804027843044286496215992298493450558157035052625911197242802905/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
315 1359883335261788195701951356733185772735299898469061119 -141691359378125898549359109490197577987402668071627779706893717713105436463138444854607810195123965851633130181282357185098505567404972160033152919183665835628035235535/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
316 -8589439793593090994963943838252029290706817082131685389 894966037962721744643136983615284758606929676429258128532867194965329600030945185908731602035549445104000955819272748609884570383340005653612996646088651754428607240957/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
317 6554130225819524336624705159492747295443115667423989913 -682899479063662950445356172670741089720446947659733288277998855511242209204966429092488102172117542618575867701537424570162531534832228543826208167789277220314849507547/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
318 -2813277158124382076320144451530394781082107718339904536 293125928163049099256700543870640622861320083156023204481945823596060227274271796403966450281148171408252516930343892021027066914110106823162310763905455280210744461147/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
319 -5166470275010268543743917522629238978207418492832079096 538313969640609399152221193250405754261083656867655061405463449490952694037130539347834690227297068650318060563633471553189665420461610852124877222980974604062174975877/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
320 1865046024221057846228011358497982318458132683383768752 -194326159915606666076367272968038674739184035568011290795695664259270545576789175903736935573370683063167006285042275521784782572396010825028874663563188665840549069883/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
321 3556204949375722964999251789645532932641689306067944095 -185267184485080867811490254459811995430553579497685070985155990467758154526526089523001790601705569889469240652449917847123912739159579251598579729140351043714614904459/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
322 9620348966358047772579080754491245366345389508902016165 -501190171020372429814443007875901483434057596541856740921104746529088414017867253180228882564946158679877026652268476228028503845769003720223038175201443336836128052036/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
323 3037157465319537114236693925518824738555621281698704504 -316452859409226347705418945259510463756751301273204685955579076803366681088493975076960887961167665277857657135564111124138969726885361564206950638185098884112787580487/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
324 -4300797016236767605581344825413620161655919227095279660 224058108456290431765088981065101274098330841384553737675557721492102119326214571156568941805538943564180611660493870980473826235036619722437852688201441025810442132960/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
325 -9117064140325487964049748494425630867125663637749670266 949941203104455845525462656823322983848849618576373611896405307190061129259813469605432089765716191571751054411238579135180569982172744864054342228320596487994961493829/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
326 3674685655331889926747307089924003064850329893940623227 -382879319343259404591192136637878962251266736052316315027502966291763446094646487293220381604697286388968124974274116854103044134583243322357775566394737321017181803971/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
327 753095072166111713246797529662585452344833037089084157 -39233904022966149284648304580389227802500770849275906434372346346758352988262821576426755850443469950083171485779565134160267105545766051488814506891797944847208350061/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
328 1977541232285920118461306932066587959211101826985699914 -206047458751265203989927585279305549900576892806087286992681937843823726628003297232288048457183541692170786358043139234128104244829096014012137987762776427713419708331/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
329 9489907662300376555256004197414940115894942009182668867 -988789171966270142596506867659900437664841579982921990006993753232108064643441232051975968324330912408987494629079959350490057202975864569429773529872411256680743407317/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
330 -5142457132591391838247222523441063257636969440252635875 267905975007901865951337843427680710311410176564348589524416926336203129069176245488731011700131565471762694068127633566717142118976241827863696450299881552116145488514/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
331 2519014496610303906143167168980428884615612415910043068 -262465594704275921862513634881958362841895558246100769013481593233345633978888221426404028634859341542214358542592935211235563146979040387689657164525729507443704043561/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
332 10036989424887717635533792255676330166180267038588975994 -522895839223751816409400223224985775111107224696162980959182541504663800832207227464027244513765996960121246515835647025830639759533973661323907648712970719373174554127/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
333 1783683952745119973126252528581080825865286026505026844 -185848739676445789179955558520135614488917622107861131571123140347230408521332498076277987000675156156160980128090105520854268980277365522203174879866517934527289576433/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 24018254936711371833955840178106203243138504925518375071645787140887836028434721371927059180 -3191918322158732940094486081020590815992555134601598119876126807732670848424350950133189767
334 3709056847419918644939068003517180544279634039531057353 -193230291560453438054308789863300354032241695910980367346652907419945939629330052734000615506244205813036959998708064751509661977196061903595455722972451101696187299389/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
335 -12510579668467844953978723613690486725679129287629489889 1303524349382739726246308758876042439338192928335315323648411725717660638916359164726789941703925840260084116555076730541241848529693913899992379209100149863460861793387/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
336 8956236947734567290856038427588018675404705130023718625 -466592006509444942633744962636791693042532868771792536994397996179276749323239412278335564501057365601803395520193290101165129026896581195305860220238844173570832291944/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
337 3683202757528601922888113525437375976330819841563950050 -383766748254933086195916900476031410446877350775688010477859969969062740057672092342515309597009552811588400823518259136529742329179934109651181077282401326283622509147/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
338 -4713595594577301875446071809261985499823474399670929405 491127253372681550923304842845467356878402740194600263950579288175014710321662763593804339068058183495073679348442265191314812600706543338893970590186350474856056353413/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
339 5773614279884865959634552324719336942043423312827325608 -300787293523367202337700410595127778308788038600036418451341708222445869830398882383614748233446080454180782881417281901709187308540313293775106654066446069937015905233/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
340 2381943642683257807699637274729563691875765489617118194 -248183666894413579341995574606225919483728211058560676522526718445609084669143188303442191053044269419530569143644358539483734494398162358701392590142401173409690998913/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
341 -5374808830048980210475203201132187163887558595105121175 560021547275294340278258824056125113730725011106709866087290820139552366125807902915271681885095710611387593748064415045612400254566412143514431383515530841793625200145/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
342 16788356721869356205023048529104886550233121898610585457 -874621014893397328435132856645637703695312298066419939887662055982399856563419351167602018286222465709993637058285235974612561992569649689283912338539143451823754006195/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
343 -12874980913891167114377082925894014222730874841859376518 670746342849137945964617264775270156134018883809170363370740771711264967914640732872078395449813003114652220991779971511670865210601240159145214696620753480232843922426/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
344 -3085937188495199064628434135448723665506297518572108221 321535402233032379872847736288214857446282912101685751877241697514776016290781164000118425438342132200752522756031039007109962262797161879543548855146482054871451402579/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
345 4399379927309185665940841235130449360304725355444819863 -458387941198851934019985751096131969076176269288896565223543462800554468786384080737188197120602190576596066403852517410727556776766534725847460628841107600030280571095/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
346 1260358098607408635941312867174624678609584626741438895 -131321450645275662565097494612050975598813442756049253028842325474477561433696120698170331539531625446690747217627632915298362456652393696804127525845177083588799785885/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
347 -11148957114686551050477607847672418391783814988423733947 580825887142833095391950334581416927253201520636136427507968409429636792793622135245561808287293024070851122870177324678492321229541226624629651283534039730038718408206/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
348 2669310844573558846632307101386805908697132593512954428 -278125536480370875111794953326905416232398234466788567837162206143538296299145687676748600125783102477224105248289339814483139758812931058283578448998126595953756401281/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
349 7927348780462911894762655222683383273984193200379890680 -825980285104447307364064178839574360966124459927366303289784272569802715845326009467568131532985910480268284153535783823407606762883860427344691912018078939296190135687/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 15773691487555798698943372609545979610547952047131433439507501239867648942409401516701260348 -2096252829353238157785372954613527718663615239082492100685576000195744649653310544387910885
350 4874587294221623468311034950626808805245486216943603910 -507901584066871249517220760101774134909038008582193803580630955179292826913853732024343570924894231504343635069647443458961039104696290810203965082268421812671681414591/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
351 -5888761660942929555562064267460835841977914013972566550 306786112880840707795325540784497555858033394660107089492956620377996483025616124701314757265635487917280201296045285873932720349458359431581526287672312459210096906976/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
352 -8640772595931415683325583612078255173776450081358325006 450157297853454586009511201424309372114659695819717897927477637017118770343220114701953112284175258034936771449677554520320991234959039038584929695621822377902256573854/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
353 967282968435940928593661743738870988050445687239085050 -100784850543530656642400650063370670849692266979561912842038377589222094764319809591901530668460287702661758023814070911999273647656422090617669314344537304073852717341/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
354 -3818141835610331077386928313315565287659113260187027301 397826558321618391086916479156543230955003693078110467697100721682471846162275442086906978484106012081360063179715829834629544454133096212210064455346037175835478602891/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
355 1007469937264836912490450295758345350764233972542530348 -52486040986806235255070444780500920567235832279850453168485363977989481331717397648762817072051152331168440824240508666896390457705107254422792029992772957405143548988/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
356 -7085201743459569356164836113879414188306552244487804847 369116908953735034955306136662604426484607739833259543023361671073565993278176400149827923420776421169213334529266618438423793071333834635570490229478960247889008892797/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -43529379449097364049076415478029886371863524076240943719022603722857311610025445599452566558 5784859232358449604279595405430345865038922215353546862163165396121758629131272902895706345
357 4170153798003595455064577966746032338060488435554326481 -434504008640738331002586799801676301033910128548219526215672742992019972175260622987422797707298723058772509344798437729830741024533923535377508827928369437022120634331/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
358 15084957566607496227303700687984628491215735857142216235 -785879232560230794292104973949490409310490653098930694157685282457528922885970286553866179627076064462172826323026037874288531766313227270271948548429658904660599440200/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
359 4305274777534298820354302651681860612945671302043884037 -224291385851772236144762970292017817766210376001562452261027207704907418106842950019451132615741125326948183242884641039769332353806268589352884387101270031929660926843/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 14868271791932988415187728298973977849740606760474334660051825878694368981573244332658304292 -1975926614009237838957501531253579084982942361423747397949700513044178875594520106366224486
360 14404307038778092685533452406472624015165880462032179183 -750419463310605714357327060379666532734135781159775301992050033700251549058142892686346204311444544789146423864364362319639029286166857785642650550983291155063422017854/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
361 5432197040647892302341064076370436583985229783367004185 -283000520390618691075051388623067661259041866043605821403358181148358544736658520101947019429342270961770196813270302033919813175238549147387521745557210977642996040507/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
362 9945702677814802635306404064762089897194219634745252414 -1036280168930050445688360322375767066012386132033573376395811189469726672727892269411996623505137105366658196079218274663052515591038187881240015369361826476356328375421/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
363 -13678277901756870100767340199793204671592551546733003679 712595610078055812162342307390416616507759145343386536416019064071044755825477728630261904224733136809497400724458891783461377530791686088434108907094778747993132710121/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
364 1690462519707162426222222876425286282300864350501162137 -88067823975859499725898857418944299959367844028108712709219777356795474405013450873710905014001990642394746085616479217839465871034123027951805452086694371790294274418/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
365 1632961195320417272853261296023910520160933621412572684 -85072184347393850452974570486653825970203814364318801470526826824603576057977018040651853918196601537081615936953107982946198741291691633981444333131934171568314920774/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
366 17111797786631889403979150386581670835058167186826698789 -1782942570823345693545528379135371436123253575790442754426075412049748158954983198177649807307525986486159269475493576304375486202954733175973275713290679147256383530601/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
367 2589308771972341080067087327303375615524534512429830844 -269789819639078843456775757889659689728450248647039645478059277231307385816885506355195413355257171432380064327959636619814107347984245790511088915285743348275242512933/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
368 -3379591324208639210825898658296582844999224226402563934 352132331099901748492015900444625358449227603725949148697037542808673969710640821214705053024519861767221465115752803420520625296061862757115616485577459846574228795953/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
369 -3818073744031721606789973735504143234392050814668195591 198909731801971416604443928199151279861969077710905561421219822171312184608159590042508527900680259559599303570441071713758145356314701860227837096151915763066083789457/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
370 778007473314013851841021079586606290326585889676133213 -81063524819930348979022548157589537077462168363969489445863389233054121076099402842101171949616692799934964202804278490903636671110355917702584435656099571505249699385/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
371 -4469471685127727864657012734751305206250040781867743123 465691065069106404650733616603558858311915918804597155862635354261205247599158254675050001073173916642434820090620048396055356113219667771511304893803294404381899249913/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
372 -6828877202213656789458360879282462783832101329522962442 711526399889058832099698209217278877725129634751571468896316579127910696379943294729446293956602492136199854358648259191305741667891022426164042905937813338518918122163/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
373 2762692136916135235017713848629127120840365890300744092 -287855284547295082191148966185195509571287322309338047008781503120736244216779570363297554756242068812762593294927786716775014525411364834186824586818751051485736542841/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
374 0 0 0 0
375 1577053772256024644912492475233969787575495199572291163 -164319164011478003077588497532814264778259432281405062044511827856617538051021385726426246396055409595632597823135173098046702451451250622607013682999876781910860604657/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
376 -7302004903432545192727738727571509787871260034705052892 760823354566606028206728319530715631290351867168870009432634901442710108640629669287232244305577837476985403933471251930763028953451793118580584169496436810977573120463/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
377 -386420988110486656397834213335361450592450366868431194 40262656124889707353374660829757684872113466813192970278053809242141733972423778166794338484635110192493474234505208794899009089042643059131103041739193023206150009251/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
378 -5621041466683117955433185113396429141795111006875343245 292838725897696995259728674191955722453340446398202194492156533708825598416263117135438269809274078822505522657660380427702633423171009686762555917792474770925245072802/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
379 3340104930494761357302785801536527703856192522561676602 -174009047612998517982628609909234449500426328913810230157175479456574925907133903597277833502973776888967609731485298457783891542825746647183378113945679840532194069457/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
380 -7646649468999068503137508825180720245178256883467857222 796733168100723323275311705913712821440574066621010196207490248401030473998681915766862529280437689554991971231680687988764049128901849754176102225270434941261477737299/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
381 -4323604034517273759637597547450886676716398679332075017 450492565927038478260627534117642239588162138672753784629316804048351294735393412227294291651667279122111474903850511683992699950810709642834475745908425549031524354291/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -10968221434635517184836356400870185983493073915788528107789505261458239551834681576704770029 1457627419267490101708172304951807672614229833073874908803148901569538190825254872039545558
382 13060132638578046598436634372015803211876146174410172264 -1360784340270274995358425090022388169492997300554793430557358513038753744486270317141174273546590196787678911002930211293782648081972295775784693250448800920279113061399/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
383 730063227105320928532156437325072259835379677274549706 -76068033483637520277156962161923019840696037339129675126216282167780847758196789231426791381449919778141849730324504014448530455065182740665844838418056335774753614369/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
384 -7303912746319876615696158785751217850017864492051754710 761022139892653014699157528850473494803952303851539294624632635364841399968311859135115674783795107365460161964149689873133508113248707610843658334932371312006408997305/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
385 6857148558841338708793536655039094877547037412888677187 -357236049433955981850666861887815654469766072653811496016652904549337397624238771377089971240578163466691895990521291388285823784484379966104441409927210481248084975353/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 14586368913883849960698841803988676418375184575130283299592382348618954879514553818294971695 -1938462986285852208877875276552304501947577992034144976347017478658018463594143329093989635
386 -2964753768848321342681703517345993343760234456969429957 154454422977641684724976805487186987404870939185579424680325411429134115378703757640711022443023583695537054762163754188465056280584025902197334535241867176059319206540/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
387 3251139614719082555177300684019485975913341255667204412 -169374232183286130687822120254633610233238726842460837577012526823941827098490524354525039528159819682948069850519969842220627333026114844160189022527964881411040242450/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
388 8944976339893702503042719922889609511856469406774227624 -466005363967756260643413299355410134313756245916593097026137799275493661809247777743444334963223114243327658779158793817894579350573672193855777561574159038449183979646/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
389 12714623274727873028624877095150540906364635703861272409 -662392210075189322043259349229746840851832130475304143274905250143665327315475765050103903520814016508342389189776733874983112490525613124391220572452056423122751237460/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
390 -3774814309040075337692169007478455696502253627841619215 196656050184233211233351264120032041290756781932236121267096227971951879879531772510583790803903127392688114271649029387906015608079889429545242351327271232987648478499/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
391 -1138612927424825736324826748932579398314818215917966741 59318181681104785981966195329954481403462031971843112745969081814003696658480523905216309468576488063710059407319596138036709821592199250001914676785150638011215051863/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
392 5433244789223688791498183449419844303452394338822564478 -566110209646052186875709014103054420695530207988999425365191573797838882051636318879541694206139852846351366168243082269794254752332674716889566333430194021491476453097/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
393 -4062322636358015779954569706621294260166442870251976832 423268674343518387863718870656035535158599814644966397767277027251954168323657457836413449035864445630714342041078117833139939946758813172463267397787775533000243095623/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
394 -8155710346765068338520320489410164128682527497314330391 424887067795756263194803936675430387368542166132419727434577314209925419854862413038942589445506407829463199538774860212887029668104777855513654984762401375625296172764/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 4410375741709438956895074934391443691013232496069734067022040937606765748461812406063095321 -586119148733388274062484563068782052471653755654806502472687439708577128078380168006385693
395 9742330458454289617107941907101594030569598946055994957 -507545026244317568785940371391378446973872379582209294921540100098221218113975290256374270564060216992162639232517418565362637316174408187099441201332602624934361061458/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
