# GENERATED by scripts/sk_sentence_census.py --merge -- do not edit.
# Rows whose sentence does not survive at commit df52c39ba504fe577bdaf788de750e78f2ee3fbe.  They are not applied.
# Re-key each row by the current hash after checking the carrier against the new text;
# `hint` is the most similar current sentence (similarity >= 0.60), never applied.
where	lane	old_key	old_commit	old_lines	status	decls	note	old_sentence	hint	similarity
rows/sk-lef-assembly.tsv:5	sk-lef-assembly	9cdf19db0ef4	42a95d13d3a40578307e4fe88b92bcdcca30b008	309-310	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedLEFFamilyHost GroupApproximation.SimpleKazhdanSofic.printedLEFFamilyHost GroupApproximation.SimpleKazhdanSofic.lefFamily_countableClasses_of_host GroupApproximation.SimpleKazhdanSofic.restrictedSumLEFStatement	sk-lef-assembly @8b36733d7: second statement of cor:host, both halves closed in LEFCharacterizationClosed 83164235d (probe 0914-105042-47370 GREEN); wire-queued	A set of finitely generated groups lies in one such group if and only if its members are LEF and represent countably many isomorphism classes.	f375789b732f	0.86
rows/sk-lef-assembly.tsv:7	sk-lef-assembly	61dddc00d418	42a95d13d3a40578307e4fe88b92bcdcca30b008	328-329	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedMarkedLimitSubgroupsLEF GroupApproximation.SimpleKazhdanSofic.printedMarkedLimitSubgroupsLEF GroupApproximation.SimpleKazhdanSofic.printedMarkedLimitLEFStatement GroupApproximation.isLEF_of_injective	sk-lef-assembly @8b36733d7: limits of finite groups in the space of marked groups are LEF (ct-two-ended's printedMarkedLimitLEFStatement), and subgroups by isLEF_of_injective; closed, LEFCharacterization ad79bfbc2, wire-queued	Limits of finite groups in the space of marked groups are LEF, and so are their subgroups.	4ae0d642c68a	0.82
rows/sk-lef-assembly.tsv:9	sk-lef-assembly	31715e15544b	42a95d13d3a40578307e4fe88b92bcdcca30b008	404-405	structural	GroupApproximation.SimpleKazhdanSofic.printedLEFSubgroupCharacterization GroupApproximation.SimpleKazhdanSofic.printedCountableLEFHost	sk-lef-assembly @8b36733d7: closing sentence of the first two proof paragraphs, carried by the two closed endpoints	This proves the first statements of Corollaries~\ref{cor:lef} and~\ref{cor:host}.		
rows/sk-lef-assembly.tsv:11	sk-lef-assembly	5bd4618a3044	42a95d13d3a40578307e4fe88b92bcdcca30b008	409-410	formalized	GroupApproximation.ContinuumMultiplicity.countable_fg_subgroups GroupApproximation.SimpleKazhdanSofic.lefFamily_countableClasses_of_host GroupApproximation.SimpleKazhdanSofic.recursivePresentationClassesStatement GroupApproximation.SimpleKazhdanSofic.exists_code_dom_iff GroupApproximation.SimpleKazhdanSofic.CodeGroup	sk-lef-assembly @8b36733d7: a countable group has countably many f.g. subgroups (countable_fg_subgroups), and there are countably many recursive presentations (closed recursivePresentationClassesStatement, LEFRecursivePresentationClasses 2616814eb)	Conversely, a countable group has countably many finitely generated subgroups, and there are countably many recursive presentations.	4d817ab1caf8	0.74
rows/sk-lef-assembly.tsv:12	sk-lef-assembly	452e0cc9a605	911b7b3f4a0e61060ac3b75372f3fbad48a17e04	666-668	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedSolvableWordProblemHeredity GroupApproximation.SimpleKazhdanSofic.printedSolvableWordProblemHeredity GroupApproximation.SimpleKazhdanSofic.PrintedSubgroupsOfLEFAreLEF GroupApproximation.SimpleKazhdanSofic.printedSubgroupsOfLEFAreLEF	sk-lef-assembly @8b36733d7: f.g. subgroups of groups with solvable word problem have solvable word problem (closed printedSolvableWordProblemHeredity, LEFSolvableWordProblem eb53a0116), and LEF passes to subgroups (closed printedSubgroupsOfLEFAreLEF, LEFSubgroupHeredity 856d72e62, over isLEF_of_injective)	Conversely, finitely generated subgroups of groups with solvable word problem have solvable word problem, and LEF passes to subgroups.	2864647b9987	0.87
rows/sk-lef-assembly.tsv:13	sk-lef-assembly	6c271814690e	42a95d13d3a40578307e4fe88b92bcdcca30b008	457-458	structural	GroupApproximation.SimpleKazhdanSofic.printedLEFSolvableWordProblemCharacterization_of_residuals	sk-lef-assembly @8b36733d7: closing sentence of the solvable word problem paragraph, carried by the assembly	This proves the second statement of Corollary~\ref{cor:lef}.		
rows/sk-lef-ultra.tsv:1	sk-lef-ultra	79e6fe57addb	42a95d13d3a40578307e4fe88b92bcdcca30b008	329-330	formalized	GroupApproximation.isTextbookLEF_prod GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.models_nonempty GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.exists_levelCommutatorEmbedding	sk-lef-ultra @696c4b602, LANDED 563dac8bc (modules at e26d34b31): countable LEF Γ replaced by Γ × ℤ (LEF of the product proved), enumeration γ_1, γ_2, … from countability; wire-queued	Conversely, let $\Gamma=\{\gamma_1,\gamma_2,\dots\}$ be a countable LEF group, replaced by $\Gamma\times\Z$ so that it is infinite.	72824238072d	0.81
rows/sk-lef-ultra.tsv:3	sk-lef-ultra	6af812c5b7d3	42a95d13d3a40578307e4fe88b92bcdcca30b008	333-336	formalized	GroupApproximation.LevelCommutatorWords.tPerm GroupApproximation.LevelCommutatorWords.fPerm GroupApproximation.LevelCommutatorWords.pow_val_add_one	sk-lef-ultra @696c4b602, LANDED 563dac8bc (modules at e26d34b31): t_k and f_jk on Q × ZMod |Q|; well-definedness as x ^ (i+1).val = x * x ^ i.val from pow_mod_card; wire-queued	On $Q_k\times\Z/m_k$, with $m_k=|Q_k|$, let $t_k$ add $1$ to the second coordinate, and let $f_{jk}$ multiply the first coordinate of $(x,i)$ from the left by $\mu_k(\gamma_j)^i$, which is well defined as $|Q_k|$ divides $m_k$.	b4a7b7c6fe7a	0.90
rows/sk-lef-ultra.tsv:4	sk-lef-ultra	3d1d910e3d9f	42a95d13d3a40578307e4fe88b92bcdcca30b008	338-341	definition	GroupApproximation.LevelCommutatorWords.bPerm GroupApproximation.LevelCommutatorWords.aPerm GroupApproximation.LevelCommutatorWords.levelAction GroupApproximation.LevelCommutatorWords.letter	sk-lef-ultra @696c4b602, LANDED 563dac8bc (modules at e26d34b31): b_k adds 1 to the level; a_k acts by f_jk on 2^{2j−1} and t_k on 4^j = 2^{2j}, j ≤ k, trivially elsewhere; wire-queued	On $Q_k\times\Z/m_k\times\Z/4^{k+1}$ let $b_k$ add $1$ to the last coordinate, and let $a_k$ act on the level $i$ by $f_{jk}$ if $i=2^{2j-1}$ and by $t_k$ if $i=4^j$, for $j\le k$, and trivially on the other levels.	bfda87b78048	0.91
rows/sk-lef-ultra.tsv:6	sk-lef-ultra	8dce702e17be	42a95d13d3a40578307e4fe88b92bcdcca30b008	342-346	formalized	GroupApproximation.SimpleKazhdanSofic.printedDistinctPowerOfTwoDifferences GroupApproximation.SimpleKazhdanSofic.printedWordActsOnLevelZero GroupApproximation.LevelCommutatorWords.level_difference_zero	sk-lef-ultra @696c4b602, LANDED 563dac8bc (modules at e26d34b31): distinct pairs of powers of 2 have distinct differences; levels ≤ 4^k give no wraparound mod 4^{k+1}; w_j(a_k, b_k) = levelZeroMul (μ_k(γ_j)) for 1 ≤ j ≤ k; closed audits; wire-queued	As distinct pairs of powers of $2$ have distinct differences, all below a quarter of the modulus, the word $w_j=[b^{-2^{2j-1}}ab^{2^{2j-1}},\,b^{-4^j}ab^{4^j}]$ evaluated at $(a_k,b_k)$ acts by $[f_{jk},t_k]$ on the level $0$ and trivially on the other levels, for $j\le k$.	f5195da75a78	0.60
rows/sk-lef-ultra.tsv:9	sk-lef-ultra	11a7360569b8	42a95d13d3a40578307e4fe88b92bcdcca30b008	353-354	formalized	GroupApproximation.SimpleKazhdanSofic.printedUltraproductSubgroupsLEF GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.infinite_delta GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.fg_delta GroupApproximation.SimpleKazhdanSofic.LEFLevelEmbedding.isLEF_delta GroupApproximation.SimpleKazhdanSofic.lefUltraproductEmbeddingStatement	sk-lef-ultra @696c4b602, LANDED 563dac8bc (modules at e26d34b31): finitely many products and inequalities hold in one coordinate, so every subgroup of the ultraproduct of finite groups is LEF; Δ infinite and finitely generated; closes sk-lef-assembly's LEFUltraproductEmbeddingStatement; closed audits; wire-queued	Finitely many products and inequalities in the ultraproduct hold in some coordinate, so $\Delta$ is infinite, finitely generated and LEF.	59fd8ce03585	0.71
rows/sk-lef-ultra.tsv:11	sk-lef-ultra	4f76927e5215	42a95d13d3a40578307e4fe88b92bcdcca30b008	412-413	structural	GroupApproximation.SimpleKazhdanSofic.LEFSolvableWordProblemEmbeddingStatement GroupApproximation.SimpleKazhdanSofic.HasSolvableWordProblem	sk-lef-ultra @8b36733d7: the hypotheses of the second choice (Γ generated by a finite set E, LEF, solvable word problem) are the binders of sk-lef-assembly's piece	Now let $\Gamma$ be generated by a finite set $E$, LEF and with solvable word problem.		
rows/sk-lef-ultra.tsv:12	sk-lef-ultra	759568036721	42a95d13d3a40578307e4fe88b92bcdcca30b008	413-415	attribution		sk-lef-ultra @8b36733d7: the half-line Neumann–Neumann construction and Darbinyan's use of it are prior work; the claim that it keeps the word problem solvable is carried by the l.440–444 rows	A half-line form of the Neumann--Neumann construction, used by Darbinyan to preserve solvable word problems~\cite{Darbinyan15}, keeps the word problem solvable.	1e63a01e1e56	0.80
rows/sk-lef-ultra.tsv:15	sk-lef-ultra	c9ff6825e69d	42a95d13d3a40578307e4fe88b92bcdcca30b008	420-423	formalized	GroupApproximation.LevelShiftDelta.exists_levelForm_of_mem_wordBall GroupApproximation.LevelShiftDelta.IsLevelForm GroupApproximation.LevelShiftDelta.LevelBounds GroupApproximation.LevelShiftDelta.wordBall	sk-lef-ultra @8b36733d7, LANDED 0c4827f2d (green 0914-091613-65757): an element of length ≤ r is fβ^ℓ with |ℓ| ≤ r, f(m) of length ≤ r, f(m) = 1 for m < −r and f(m) = f(r) for m > r; #audit_axioms; wire-queued	An element of $\Delta$ of length at most $r$ is $f\beta^\ell$ with $|\ell|\le r$, where $f$ multiplies the level $m$ from the left by an element $f(m)$ of length at most $r$, with $f(m)=1$ for $m<-r$ and $f(m)=f(r)$ for $m>r$.	81e60da3ab32	0.90
rows/sk-lef-ultra.tsv:16	sk-lef-ultra	9f44cd00cd04	42a95d13d3a40578307e4fe88b92bcdcca30b008	428-430	formalized	GroupApproximation.ShiftTransversalBijection.kappa GroupApproximation.ShiftTransversalBijection.kappa_mul_left GroupApproximation.ShiftTransversalBijection.card_complement_eq	sk-lef-ultra @8b36733d7, LANDED 20140a5a0 (green 0914-100452-31052): right complements of both subgroups have equal card; κ(dt) = θ(d)e(t) gives κ(vx) = θ(v)κ(x) for v in the domain; wire-queued	Transversals give a bijection $\kappa$ of $Q^{[-3r,3r]}$ with $\kappa(vx)=\theta(v)\kappa(x)$ for $v$ in the domain of $\theta$.		
rows/sk-lef-ultra.tsv:17	sk-lef-ultra	6d24375846b3	42a95d13d3a40578307e4fe88b92bcdcca30b008	430-433	formalized	GroupApproximation.ShiftTransversalBijection.lmul GroupApproximation.ShiftTransversalBijection.zeta GroupApproximation.ShiftTransversalBijection.zeta_mul_lmul_mul_zeta_inv	sk-lef-ultra @8b36733d7, LANDED 20140a5a0 (green 0914-100452-31052): left multiplication on the first coordinate of Q^{[−3r,3r]} × ℤ/L, ζ(x,i) = (κx, i+1), ζvζ⁻¹ = θ(v) on the domain; wire-queued	Let each $v\in Q^{[-3r,3r]}$ act on $Q^{[-3r,3r]}\times\Z/5r$ by left multiplication on the first coordinate, and put $\zeta(x,i)=(\kappa(x),i+1)$, so that $\zeta v\zeta^{-1}=\theta(v)$ on the domain of $\theta$.	5043611f4d0d	0.89
rows/sk-lef-ultra.tsv:18	sk-lef-ultra	6b767019eab2	42a95d13d3a40578307e4fe88b92bcdcca30b008	423-428	formalized	GroupApproximation.ShiftTransversalBijection.dom GroupApproximation.ShiftTransversalBijection.ran GroupApproximation.ShiftTransversalBijection.theta GroupApproximation.ShiftTransversalBijection.theta_injOn GroupApproximation.ShiftTransversalBijection.theta_surjOn	sk-lef-ultra @8b36733d7, LANDED 20140a5a0 (green 0914-100452-31052), psi in b9c5d52f1 (green 0914-104653-35189): ψ from textbook LEF on the ball of radius 2r (in isTextbookLEF_levelDelta); θ(v) = cons 1 (v ∘ castSucc) is an isomorphism from {v_{3r−1} = v_{3r}} onto {v_{−3r} = 1}; wire-queued	Let $\psi$ map the ball of radius $2r$ of $\Gamma$ injectively into a finite group $Q$, preserving the products that stay in it, and let $\theta$, with $\theta(v)_{-3r}=1$ and $\theta(v)_m=v_{m-1}$ otherwise, be the isomorphism from $\{v\in Q^{[-3r,3r]}:v_{3r-1}=v_{3r}\}$ onto $\{v\in Q^{[-3r,3r]}:v_{-3r}=1\}$.		
rows/sk-lef-ultra.tsv:19	sk-lef-ultra	f0f7ef8941cf	42a95d13d3a40578307e4fe88b92bcdcca30b008	433-435	formalized	GroupApproximation.LevelShiftDelta.zeta_zpow_conj GroupApproximation.LevelShiftDelta.zeta_pow_conj GroupApproximation.LevelShiftDelta.zeta_pow_conj_inv	sk-lef-ultra @8b36733d7, LANDED b9c5d52f1 (green 0914-104653-35189): for f trivial below −r and constant from r on, ζ^ℓ (ψ(f(m)))_m ζ^{−ℓ} = (ψ(f(m−ℓ)))_m for |ℓ| ≤ r; wire-queued	As $f$ is trivial below $-r$ and constant from $r$ on, $\zeta^\ell(\psi(f(m)))_m\zeta^{-\ell}=(\psi(f(m-\ell)))_m$ for $|\ell|\le r$.	b4d347ea01a7	0.91
rows/sk-lef-ultra.tsv:20	sk-lef-ultra	902f025b4bf7	42a95d13d3a40578307e4fe88b92bcdcca30b008	435-438	formalized	GroupApproximation.LevelShiftDelta.model GroupApproximation.LevelShiftDelta.model_mul GroupApproximation.LevelShiftDelta.model_injOn	sk-lef-ultra @8b36733d7, LANDED b9c5d52f1 (green 0914-104653-35189): fβ^ℓ ↦ (ψ(f(m)))_{|m|≤3r} ζ^ℓ preserves the products in the ball of radius r and is injective there, with L = 5r > 2r; wire-queued	So $f\beta^\ell\mapsto(\psi(f(m)))_{|m|\le3r}\,\zeta^\ell$ preserves the products that stay in the ball of radius $r$, and it is injective there, as $5r>2r$ and $f$ is determined by its values for $|m|\le3r$.	20cd8bd5a5e9	0.91
rows/sk-lef-ultra.tsv:21	sk-lef-ultra	bb65ababe757	42a95d13d3a40578307e4fe88b92bcdcca30b008	438-438	formalized	GroupApproximation.LevelShiftDelta.isTextbookLEF_levelDelta	sk-lef-ultra @8b36733d7, LANDED b9c5d52f1 (green 0914-104653-35189): Δ is LEF; "the argument above applies to it" is the lamplighter piece consumed by sk-lef-assembly's assembly; wire-queued	So $\Delta$ is LEF, and the argument above applies to it.		
rows/sk-lef-ultra.tsv:23	sk-lef-ultra	e18417562d36	911b7b3f4a0e61060ac3b75372f3fbad48a17e04	645-646	formalized	GroupApproximation.LevelShiftDelta.gValue_eq_one_iff_tags GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.wordProblemOracle_levelGen_eq GroupApproximation.SimpleKazhdanSofic.printedSecondDeltaSolvableWordProblem GroupApproximation.SimpleKazhdanSofic.lefSolvableWordProblemEmbeddingStatement	sk-lef-ultra @8b36733d7, LANDED b9c5d52f1, 74152ac1c (green 0914-104653-35189): a word is trivial iff l = 0 and the values at the tags are trivial; the oracle answers of Gamma are combined by Nat.rec, so Delta has solvable word problem; closed audits; wire-queued	It is trivial if and only if $\ell=0$ and these values are trivial, so $\Delta$ has solvable word problem.	0b12bb409f63	0.68
rows/sk-stepanov.tsv:2	sk-stepanov	0efbce019168	42a95d13d3a40578307e4fe88b92bcdcca30b008	89-92	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedStepanovRouteSimplicity GroupApproximation.SimpleKazhdanSofic.printedStepanovRouteSimplicity GroupApproximation.StepanovNormalStructure.PrintedStepanovTheorem44SimpleRing GroupApproximation.StepanovNormalStructure.printedStepanovTheorem44SimpleRing GroupApproximation.SimpleKazhdanSofic.PrintedSubshiftRingPairDependence GroupApproximation.SimpleKazhdanSofic.printedSubshiftRingPairDependence GroupApproximation.SimpleKazhdanSofic.PrintedPairDependenceClopenCrossedProduct GroupApproximation.SimpleKazhdanSofic.printedPairDependenceClopenCrossedProduct GroupApproximation.SimpleKazhdanSofic.isSimpleRing_R	sk-stepanov: rewritten at 8b36733d7 (supersedes 8cb86180e7d9 and 9424f59fd820): "Simplicity also follows from Stepanov theorem on the normal structure of GL_n [Theorem 4.4]: the ring is simple, and any p,q in it satisfy pr+qs=0 with (r,s)!=0 by a dimension count"; census text verified (sha256 0efbce019168) at census tip 8b36733d7 with matching note md5; same carriers, landed 74d702d7a (Theorem 4.4 over a simple ring along p.2152, ring simplicity by SimpleKazhdanSofic.isSimpleRing, the dimension count on one tower, EL_n simple for n>=3)	Simplicity also follows from Stepanov's theorem on the normal structure of $\GL_n$~\cite[Theorem~4.4]{Stepanov}: the ring is simple~\cite[Corollary~4.6]{ClarkEdie}, and any $p,q$ in it satisfy $pr+qs=0$ with $(r,s)\ne0$ by a dimension count on a tower over one small cylinder.	503221e301f6	0.62
rows/skf-approximants.tsv:1	skf-approximants	0ef60d94b97a	9047d0d3c910efcb8334d6cf9709ac850d1f0ff4	382-386	formalized	GroupApproximation.SimpleKazhdanSofic.sturmianCoding GroupApproximation.SimpleKazhdanSofic.sturmianSubshift GroupApproximation.SimpleKazhdanSofic.PrintedSturmianSubshiftInfiniteIsMinimal GroupApproximation.SimpleKazhdanSofic.printedSturmianSubshiftInfiniteIsMinimal GroupApproximation.SimpleKazhdanSofic.isMinimalSubshift_iff_isMinimal GroupApproximation.SimpleKazhdanSofic.PrintedSturmianSubshiftClosureOfCodings GroupApproximation.SimpleKazhdanSofic.printedSturmianSubshiftClosureOfCodings	skf-approximants @9047d0d3c: c(theta)_t = 1 iff theta + t alpha mod 1 >= 1 - alpha is sturmianCoding; X_alpha = sturmianSubshift alpha : Subshift Bool Z, proved infinite and Setting.IsMinimal for irrational alpha in (0,1), and equal to the closure of the set of codings over theta in [0,1). The MorseHedlund/Hedlund44/Lothaire input is proved (Dirichlet approximation gives bounded returns of the rotation), not cited. Modules SturmianSubshift + SturmianSubshiftMinimal (c04293088), SturmianSubshiftSetting (505979ccf).	For irrational $\alpha\in(0,1)$ let $X_\alpha$ be the infinite minimal Sturmian subshift, the closure of the set of codings $c(\theta)$, $\theta\in[0,1)$, with $c(\theta)_t=1$ if and only if $\theta+t\alpha\bmod1\ge1-\alpha$~\cite{MorseHedlund,Hedlund44}, \cite[Chapter~2]{Lothaire}.	5959e4fd6209	0.71
rows/skf-approximants.tsv:2	skf-approximants	f3c0a7f07e87	9047d0d3c910efcb8334d6cf9709ac850d1f0ff4	386-387	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedSturmianCodingArc GroupApproximation.SimpleKazhdanSofic.printedSturmianCodingArc GroupApproximation.SimpleKazhdanSofic.sturmianCoding_eq_true_iff_arc	skf-approximants @9047d0d3c: c(theta)_t = 1 iff theta lies in [-(t+1) alpha, -t alpha) mod 1. Module SturmianLanguage (5d4049163).	So $c(\theta)_t=1$ if and only if $\theta$ lies in the arc $[-(t+1)\alpha,-t\alpha)$ modulo $1$.		
rows/skf-approximants.tsv:3	skf-approximants	fecc651a6372	9047d0d3c910efcb8334d6cf9709ac850d1f0ff4	387-391	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedSturmianEndpointsDetermineWords GroupApproximation.SimpleKazhdanSofic.printedSturmianEndpointsDetermineWords GroupApproximation.SimpleKazhdanSofic.language_sturmianSubshift	skf-approximants @9047d0d3c: passing to the closure adds no words (language_sturmianSubshift: the words of length m of X_alpha are the words of codings); the points -j alpha mod 1, 0 <= j <= m, are distinct for irrational alpha, c(theta)_[0,m) is constant between them, and these values are exactly the words of length m. Module SturmianLanguage (5d4049163).	Passing to the closure adds no words, so the words of length $m$ of $X_\alpha$ are the constant values of $c(\theta)_{[0,m)}$ on the arcs between the points $-j\alpha\bmod1$, $0\le j\le m$, which are distinct as $\alpha$ is irrational.	aa090b172df4	0.81
rows/skf-approximants.tsv:4	skf-approximants	d2348c2e37ec	9047d0d3c910efcb8334d6cf9709ac850d1f0ff4	391-394	partial	GroupApproximation.SimpleKazhdanSofic.PrintedSturmianOnesWithinOne GroupApproximation.SimpleKazhdanSofic.printedSturmianOnesWithinOne	skf-approximants @9047d0d3c: c(theta)_t = floor(theta+(t+1)alpha) - floor(theta+t alpha), and for theta in [0,1) the word c(theta)_[0,m) has floor(theta + m alpha) ones, with m alpha - 1 < floor(theta + m alpha) < m alpha + 1 (formalized, SturmianSubshift c04293088 + SturmianLanguage 5d4049163). "so L(X_alpha) computes alpha" is open, claimed by skf-approximants (SturmianComputability); its finite criterion intCast_lt_mul_iff_forall_mem_language is in SturmianLanguageCriterion.	Since $c(\theta)_t=\lfloor\theta+(t+1)\alpha\rfloor-\lfloor\theta+t\alpha\rfloor$, the word $c(\theta)_{[0,m)}$ has $\lfloor\theta+m\alpha\rfloor$ ones, within $1$ of $m\alpha$, so $L(X_\alpha)$ computes $\alpha$.	4ee0770eb47c	0.68
rows/skf-approximants.tsv:5	skf-approximants	031aa6399d94	9047d0d3c910efcb8334d6cf9709ac850d1f0ff4	391-391	open		skf-approximants @9047d0d3c: "So alpha computes L(X_alpha)", claimed by skf-approximants (SturmianComputability). Its finite criterion mem_language_sturmianSubshift_iff_compare (membership by finitely many strict comparisons of alpha with rationals) is in SturmianLanguageCriterion; the Turing reduction is pending the oracle spelling agreed with skf-degrees.	So $\alpha$ computes $L(X_\alpha)$.		
rows/skf-cite.tsv:1	skf-cite	89a5cc12fe75	42a95d13d3a40578307e4fe88b92bcdcca30b008	275-277	formalized	GroupApproximation.SimpleKazhdanSofic.printedLEFSoficHyperlinearSentence GroupApproximation.SimpleKazhdanSofic.printedLEFGroupsAreSofic GroupApproximation.SimpleKazhdanSofic.printedSoficGroupsAreHyperlinear	LEF groups are sofic [Pestov Ex 4.5] and sofic groups are hyperlinear [Elek-Szabo Thm 2]; LEF in the printed sense of tex 131-133 (IsTextbookLEF); from isSofic_of_isLEF and isHyperlinear_of_isSofic; #audit_closed_axioms x3 [propext, Classical.choice, Quot.sound]; BUILT probe 0913-203054-6752, record 0913-203522-46221; LANDED dcad46f3c; module not yet root-wired (lead)	LEF groups are sofic~\cite[Example~4.5]{Pestov}, and sofic groups are hyperlinear~\cite[Theorem~2]{ElekSzabo}.		
rows/skf-cite.tsv:2	skf-cite	a29a0dbb5f07	42a95d13d3a40578307e4fe88b92bcdcca30b008	505-507	attribution		Grigorchuk-Medynets (presentations) Theorem 1.1(3): context on derived topological full groups	For derived topological full groups, Grigorchuk and Medynets proved that the word problem is decidable if and only if $L(X)$ is recursive~\cite[Theorem~1.1(3)]{GMpres}.	e5932a45f053	0.97
rows/skf-cite.tsv:3	skf-cite	32a9f96774bd	9047d0d3c910efcb8334d6cf9709ac850d1f0ff4	408-410	partial	GroupApproximation.SimpleKazhdanSofic.printedFinitelyPresentedLEFResiduallyFinite GroupApproximation.SimpleKazhdanSofic.printedNotFinitelyPresentedOfLEFSimpleInfinite GroupApproximation.SimpleKazhdanSofic.printedInfiniteSimpleICCNotResiduallyFinite	Vershik-Gordon fp LEF => RF and LEF infinite simple => not fp are closed (ms-compress-4, 16d890864); infinite simple => not RF is closed; residual: the G_X instance, printedGXNotFinitelyPresented_of_pieces, takes the simplicity and finite-models LEF pieces	A finitely presented LEF group is residually finite~\cite{VershikGordon}, and the infinite simple group $G_X$ is not, so $G_X$ is not finitely presented.	e19e0d3328ad	0.62
rows/skf-cite.tsv:4	skf-cite	fdd05c47986c	696c4b602e3aa3d65f6824de51a1bb16a820c5bf	558-559	attribution		Caprace-Remy: finitely presented infinite simple Kazhdan groups exist; cited context for the question, not a proof step	Finitely presented infinite simple groups with property~\textup{(T)} exist~\cite{CapraceRemy}.	562e5e07a357	0.70
rows/skf-cite.tsv:5	skf-cite	585c79b57ae3	696c4b602e3aa3d65f6824de51a1bb16a820c5bf	559-560	open		states an open question	Is there one that is sofic, or at least hyperlinear?		
rows/skf-cite.tsv:6	skf-cite	3c8de4b91fec	9047d0d3c910efcb8334d6cf9709ac850d1f0ff4	412-415	partial	GroupApproximation.SimpleKazhdanSofic.printedInfiniteSimpleICCNotResiduallyFinite	infinite simple => not RF is closed; residual: the implication for Alekseev-Thom Open problem 6.1 holds only for the sofic form of a positive answer (a hyperlinear group need not be sofic)	A positive answer would also answer Open problem~6.1 of Alekseev and Thom~\cite{AlekseevThom}, which asks for finitely presented sofic groups with property~\textup{(T)} that are not residually finite.	b3fbc4494a6c	0.83
rows/skf-cite.tsv:8	skf-cite	a5b818e4b8c5	42a95d13d3a40578307e4fe88b92bcdcca30b008	526-527	attribution		Giordano-Putnam-Skau 1999 and Bezuglyi-Medynets: the converse for topological full groups; cited context, not a proof step	For topological full groups the converse holds~\cite{GPS99,BezuglyiMedynets}.		
rows/skf-cite.tsv:9	skf-cite	34f8479b8e45	911b7b3f4a0e61060ac3b75372f3fbad48a17e04	739-740	open		states an open question (GPS strong orbit equivalence credited)	Does $G_X\cong G_Y$ imply that $X$ and $Y$ are flip conjugate, or at least strongly orbit equivalent~\cite{GPS}?		
rows/skf-consequences.tsv:1	skf-consequences	2e100de03692	42a95d13d3a40578307e4fe88b92bcdcca30b008	175-175	partial	GroupApproximation.SimpleKazhdanSofic.General.copyGL	skf-consequences @37551fd93: d = 3|B_w| is card (Fin n × B) in the block index of copyGL (3 printed, n ≥ 3 in general). "Fix such h and V" is the witness V of GeneralCommutatorWitness, produced by sk-lef-simplicity (l.151–172)	Fix such $h$ and $V$, and put $d=3|B_w|$.	d7ab394e4130	0.68
rows/skf-consequences.tsv:2	skf-consequences	96d063dce333	42a95d13d3a40578307e4fe88b92bcdcca30b008	175-176	definition	GroupApproximation.SimpleKazhdanSofic.epsilon GroupApproximation.SimpleKazhdanSofic.epsilonSpan	skf-consequences @37551fd93: ε_ab = e_{aV}u_{ab⁻¹} is epsilon coeff u hV a b over a covariant pair (GeneralSimplicityStatement, f18311ae4)	For $a,b\in B_w$ put $\epsilon_{ab}=e_{aV}u_{ab^{-1}}$.	9d83a0cd7c1c	0.79
rows/skf-consequences.tsv:8	skf-consequences	2cfda59ab817	42a95d13d3a40578307e4fe88b92bcdcca30b008	202-205	formalized	GroupApproximation.Pestov91.SimpleModCentre.levelIdeal GroupApproximation.Pestov91.SimpleModCentre.mem_levelIdeal	skf-consequences @37551fd93: J is a two-sided ideal: additive by eq:elementary, and e_pq(sr) = [e_pl(s), e_lq(r)], e_pq(rs) = [e_pl(r), e_lq(s)] for l ∉ {p,q}, as in levelIdeal (on main)	Finally, $J=\{r\in R:e_{pq}(r)\in K\text{ for all }p\ne q\}$ is a two-sided ideal by~\eqref{eq:elementary}, since $e_{pq}(sr)=[e_{pl}(s),e_{lq}(r)]$ and $e_{pq}(rs)=[e_{pl}(r),e_{lq}(s)]$ for $l\notin\{p,q\}$.	fce7dd31894b	0.94
